"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Data Model and domain-specific ontologies implementation","https://scispace.com/paper/data-model-and-domain-specific-ontologies-implementation-mabz28thii2y","2022","Journal Article","","DE SABBATA Piero
Massa, Gilda","10.5281/zenodo.14007106","","&lt;p&gt;The main results of task T2.2 &ldquo;Semantic model and domain-specific ontologies presentations&rdquo; are reported in this document, which is the logical continuation of the deliverable &ldquo;D1.4 Harmonized set of semantic standards, ontologies, nomenclatures outcomes&rdquo;.&lt;/p&gt; &lt;p&gt;The aim of D2.2 is to represent the main results related to data modelling, data collection and exchange specifications by providing the project and specifically the developers with several resources, artifacts, guides, etc. available on a public web framework. A significant effort was dedicated to the definition of data structures, nomenclatures and taxonomies, targeted for the specific topics of TRICK domain and services. The taxonomy of manufacturing operations in TC sector, reported in ANNEX B, is the most relevant, as it is an update of an outcome of the European project SET &ldquo;Save energy in textile SMEs&rdquo;, and collects inputs in particular on the Recycling phases from several TRICK project partners.&lt;/p&gt; &lt;p&gt;The requirements for supporting data collection along a highly fragmented supply chain, as described in D1.4, leaded us to focus on inter-company data exchanges and on their implementation through business documents that are the digital equivalent of the traditional paper based exchanges adopted by the companies, especially the smaller ones. For this reason, we have a strong attention on data exchanges standards and the effort to build upon the existing ones.&lt;/p&gt; &lt;p&gt;Starting from the state-of-the art reported in D1.4, the eBIZ specification framework was chosen as a basis for building the TRICK data model, improving its &ldquo;eBIZ Document Factory&rdquo; (see section 2.3) through its customization for TRICK and the development of additional features. Moreover, it was decided not to formalize the ontology in the classical RDF/OWL format, but to support it through an accessible online dictionary and to provide XML Schemas, in order to facilitate the work of developers in obtaining the corresponding data structures directly from an XML structure.&lt;/p&gt; &lt;p&gt;The approach followed for the replication in the Food sector is described in Chapter 4. The partners involved in the pilot at the time of writing are still working on the finalization of the two use cases under analysis; in parallel, the first analysis of the information and documents that must be exchanged was completed.&lt;/p&gt; &lt;p&gt;The analysis carried out to build the data model presented in this document was conducted starting from the TC sector and related pilots, identifying the common and transversal elements (see section 3.2) and highlighting which set of data could be mapped for the Food sector.Once the defined data model will be tested for the TC pilots, it will also be mapped on the specific features of Food pilots.&lt;/p&gt; &lt;p&gt;The Chapter 5 reports the preliminary approach of the Holonix Ecosystem Data manager adapted to handle the expected data flows and to serve the project specific uses cases, together with technical challenges and limitations. This preliminary analysis and all the results of T2.2 are the input for T2.3, which will use these outcomes to implement the data persistency layer for the TRICK platform.&lt;/p&gt; &lt;p&gt;The most important results of the Task 2.2 can be summarized as the following:&lt;br&gt;&bull; The definition of the traceability data collection (see section 2.3.1) and of the sustainability assessment data collection (see section 2.3.2), with their related eBusiness documents, which provide the mapping of the TRICK domain and of the services&rsquo; specific topics. In fact, in order to have a more detailed analysis on the specific needs of the TRICK business services, also aspects not initially foreseen by the objectives of this deliverable were considered. An example is the preliminary data mapping on the TRICK services, reported in ANNEX E, and the consequent definition of a pattern for the services&rsquo; data support (see section 3.2.2) and the usage of the eBIZ elements in the TRICK services (see section 3.2.3).&lt;br&gt;&bull; The instruments provided by the eBIZ Document Factory that are foreseen both for purposes of data structure design and maintenance as well as for on-line consultation of the delivered specifications for the developers.&lt;br&gt;&bull; The Holonix Ecosystem Data Manager (EDM) adapted and customized to handle the expected data flows in a narrow specific domain like in the TRICK case.&lt;/p&gt; &lt;p&gt;Thanks to the approach and the choices made to build the TRICK ontology, described in Chapter 1, a standardization path may be followed to release a new version of eBIZ specification. Very important, in this perspective, is the relationship with the current normative evolutions about the digital product passport (DPP) that are considered in their potential of synergies with the TRICK outcomes, both as contributors to their definition as a best practice as well as potential clients of the future infrastructure.&lt;/p&gt; ",""
"PROV-O: The PROV Ontology","https://scispace.com/paper/prov-o-the-prov-ontology-13dcabe2id","2013","","","Timothy Lebo
Satya S. Sahoo
Deborah L. McGuinness
Khalid Belhajjame
James Cheney
David Corsar
Daniel Garijo
Stian Soiland-Reyes
Stephan Zednik
Jun Zhao","","https://scispace.com/pdf/prov-o-the-prov-ontology-13dcabe2id.pdf","The PROV Ontology (PROV-O) expresses the PROV Data Model using the OWL2 Web Ontology Language. It provides a set of classes, properties, and restrictions that can be used to represent and interchange provenance information generated in different systems and under different contexts. It can also be specialized to create new classes and properties to model provenance information for different applications and domains.","The PROV Ontology (PROV-O) expresses the PROV Data Model using the OWL2 Web Ontology Language and provides a set of classes, properties, and restrictions that can be used to represent and interchange provenance information generated in different systems and under different contexts."
"Minimal information disclosure with efficiently verifiable credentials","https://scispace.com/paper/minimal-information-disclosure-with-efficiently-verifiable-264w3xkicq","2008","Proceedings Article","Digital Identity Management","David Bauer
Douglas M. Blough
David Cash","10.1145/1456424.1456428","","Public-key based certificates provide a standard way to prove one's identity, as attested by some certificate authority (CA). However, plain certificates provide a binary identification: either the whole identity of the subject is known, or nothing is known. We propose using a Merkle hash tree structure, whereby it is possible for a single certificate to contain many separate claims or attributes, each of which may be proved independently, without revealing the others. Additionally, we demonstrate how trees from multiple sources can be combined together by modifying the tree structure. This allows claims by different authorities, such as an employer or professional organization, to be combined under a single certificate, without the CA needing to know (or to verify) all of the claims. In addition to describing the hash tree structure and protocols for constructing and verifying our proposed credential, we formally prove that it provides unforgeability and privacy and we present performance results demonstrating its efficiency. As services move from user names and passwords to attribute-based identity verification, efficiency and scalability of claims verification will become a major issue. We have implemented a prototype client-server system, deployed the prototype in Emulab, and evaluated the server-side throughput for attribute-based identity verification. The results show that our approach can perform about 200 identity verifications per second, while the best competing approach can perform only about 2--5 verifications per second. Our approach is, therefore, better suited to today's high-volume Web-based services that demand the highest possible throughput.","This work proposes using a Merkle hash tree structure, whereby it is possible for a single certificate to contain many separate claims or attributes, each of which may be proved independently, without revealing the others, and formally proves that it provides unforgeability and privacy."
"D2.2 - Architecture for Attribute-based Credential Technologies - Final Version","https://scispace.com/paper/d2-2-architecture-for-attribute-based-credential-2pwf9hwkuj","2014","","","Patrik Bichsel
Jan Camenisch
Maria Dubovitskaya
Robert R. Enderlein
Stephan Krenn
Ioannis Krontiris
Anja Lehmann
Gregory Neven
Janus Dam Nielsen
Christian Paquin
Franz-Stefan Preiss
Kai Rannenberg
Ahmad Sabouri
Michael Stausholm
Jonas Lindstrøm Jensen","","https://abc4trust.eu/download/Deliverable_D2.2.pdf","The goal of ABC4Trust is to address the federation and interchangeability of technologies that support trustworthy yet Privacy-preserving Attribute-based Credentials (Privacy-ABCs). Towards this goal, one of the main objectives of the project is to define a common, unified architecture for Privacy-ABC systems to allow comparing their respective features and combining them into common platforms. The first version of this architecture is described in deliverable D2.1 of the project. Its main contribution is the specification of the data artefacts exchanged between the implicated entities (i.e. issuer, user, verifier, revocation authority, etc.), in such a way that the underlying differences of concrete Privacy-ABC implementations are abstracted away through the definition of formats that can convey information independently from the mechanism-specific cryptographic data. It also defines all technology-agnostic components and corresponding APIs a system needs to implement in order to perform the corresponding operations. This Deliverable (D2.2) comes to present the final version of the architecture. This document targets to keep early adopters up-to-date, so it presents only those changes that are relevant to the development of applications and removes the details of the internal components.","The goal of ABC4Trust is to address the federation and interchangeability of technologies that support trustworthy yet Privacy-preserving Attribute-based Credentials (Privacy-ABCs) to allow comparing their respective features and combining them into common platforms."
"Introduction to the VIMMP ontologies","https://scispace.com/paper/introduction-to-the-vimmp-ontologies-2r6cb3n0sy08","2020","Repository","","Horsch, Martin Thomas
Chiacchiera, Silvia
Seaton, Michael A.
Todorov, Ilian T.
Toti, Daniele
Goldbeck, Gerhard","10.5281/zenodo.3936795","","This entry contains three files: ""Introduction to the VIMMP ontologies"" (PDF), by M. T. Horsch, S. Chiacchiera, M. A. Seaton, I. T. Todorov, D. Toti, G. Goldbeck; VIMMP ontologies, first revision of the first release, dated 2nd January 2021 (ZIP archive); A single TTL file containing the combined VIMMP ontologies. Disclaimer: The VIMMP project is funded from the EU's Horizon 2020 research and innovation programme under grant agreement no. 760907. The authors retain the right to publication and dissemination by additional means, following procedures and regulations in line with the terms and conditions from the VIMMP consortial agreement. ",""
"Toward a Verification, Validation, and Accreditation (VV&A) Ontology","https://scispace.com/paper/toward-a-verification-validation-and-accreditation-vv-a-r2m5arggqw","2008","Report","","Curtis Blais","10.21236/ADA513938","https://scispace.com/pdf/toward-a-verification-validation-and-accreditation-vv-a-r2m5arggqw.pdf",": The Department of Defense (DoD) Modeling and Simulation Steering Committee (M&S SC) is sponsoring several Acquisition Modeling and Simulation (M&S) Projects. One of those projects is titled, ""Standardized Documentation for Verification, Validation, and Accreditation (VV&A)."" Previous efforts defined standardized content and format requirements (i.e., templates) for four core VV&A documents, now codified in a new Military Standard (MIL-STD-3022) and associated Data Item Descriptions. A tool is under development to automate those templates to assist developers in creating standardized VV&A information across the DoD and Military Departments. In support of this effort, the Naval Postgraduate School was tasked to specify data structures and content using the Extensible Markup Language (XML) for metadata and content of VV&A documentation. Based on the initial work, NPS was further tasked to design and develop an ontological foundation for formal description of VV&A information. This document describes preliminary work toward development of an ontology for VV&A that will facilitate future search, discovery, and processing of VV&A information to better meet user needs.","Preliminary work toward development of an ontology for VV&A that will facilitate future search, discovery, and processing of VV &A information to better meet user needs is described."
"A self-sovereign way to exchange educational credentials","https://scispace.com/paper/a-self-sovereign-way-to-exchange-educational-credentials-3pqptu8d9v","2023","Journal Article","EPiC series in computing","Emmanouil Koukoularis
Vasileios Markopoulos
Nikos Voutsinas","10.29007/ldrn","https://scispace.compdf/a-self-sovereign-way-to-exchange-educational-credentials-3pqptu8d9v.pdf","In a time of ever-increasing digital transformation, where the amount of data transferred and verified in digital form has vastly increased, new specifications have been released, enabling the exchange of educational credentials in a privacy-respecting manner while maintaining the anonymity of the contributing parties. Hereafter a model is described for educational credentials exchange, built upon the latest W3C and OpenID Connect specifications for Verifiable Credentials and Verifiable Presentations. These emerging technologies and specifications drive the digital transformation towards Web 3.0, while universities can leverage these to provide students and graduates with a secure and self-sovereign method of sharing digital credentials, simplifying the diploma verification process necessary for job applications or when pursuing post-graduate studies. This model encompasses the core principles the next version of the digital diplomas platform of the Greek HEIs (eDiplomas) is based on. ","A self-sovereign way to exchange educational credentials leveraging verifiable credentials and verifiable presentations standards, simplifying diploma verification and empowering students with control over their data."
"From Model to Mechanism: Enforcing Delegated Authority in SSI with Language-Based Security","https://scispace.com/paper/from-model-to-mechanism-enforcing-delegated-authority-in-ssi-2r01zx7o705g","2025","Journal Article","Mathematics","Muhamed Turkanović
Vid Keršič
Alen Horvat
Dominik Beron
Špela Čučko","10.3390/math13182971","","Delegation of authority remains a critical yet insufficiently addressed capability in Self-Sovereign Identity (SSI) systems. Building on an existing delegation model that introduced the concept of a Verifiable Mandate (VM) for expressing authority and access rights, this paper extends the approach with a rigorous formalization of delegation semantics, enabling unambiguous reasoning over roles, grants, and constraints. The formal model is aligned with standards from the World Wide Web Consortium (W3C), and its constructs are embedded into an extended credential schema that preserves compatibility with the Verifiable Credentials (VC) data model while introducing delegation-specific attributes. A generalized VM schema is defined, supporting both generic and business-specific instantiations, and ensuring structural and semantic interoperability. Policy compliance is operationalized through a policy-based enforcement architecture, where rules are authored in the Rego language and evaluated at runtime by the Open Policy Agent (OPA). The architecture incorporates trusted registries for schema and policy distribution, allowing verifiers to define and enforce context-specific delegation rules in a modular and interoperable manner. Validation through realistic scenarios, such as postal service and academic use cases, demonstrates how formal semantics, schema validation, and language-based policy enforcement can be combined to enable secure, verifiable, and context-aware delegation in SSI ecosystems. ","This paper extends a delegation model for Self-Sovereign Identity (SSI) systems with a formalized semantics, enabling unambiguous reasoning over roles, grants, and constraints, and operationalizes policy compliance through a policy-based enforcement architecture."
"Towards a standardized model for privacy-preserving Verifiable Credentials","https://scispace.com/paper/towards-a-standardized-model-for-privacy-preserving-pyi8iztqfl","2021","Proceedings Article","Availability, Reliability and Security","Jesús García-Rodríguez
Rafael Torres Moreno
Jorge Bernal Bernabe
Antonio F. Skarmeta","10.1145/3465481.3469204","","Lack of standardization and the subsequent difficulty of integration has been one of the main reasons for the scarce adoption of privacy-preserving Attribute-Based Credentials (p-ABC). Integration with the W3C’s Verifiable Credentials (VC) specification would help by encouraging homogenization between different p-ABC schemes and bringing them all closer to other digital credentials. What is more, p-ABCs can help to solve privacy issues that have been identified in applications of VCs to use cases like vaccination passports. However, there has not been much work focusing on the collaboration between p-ABCs and VCs. We address this topic by establishing initial steps for extra standardization of elements that will help with the integration of p-ABCs into the standard. Namely, we propose a data model for predicates, which are a staple of p-ABC systems, and tools and guidelines to ease the adaptation process like a validation meta-schema. These ideas have been applied in a proof-of-concept implementation of the OLYMPUS distributed p-ABC scheme paired with serialization following the VC data model.","In this article, the authors propose a data model for predicates, which are a staple of p-ABC systems, and tools and guidelines to ease the adaptation process like a validation meta-schema."
"Verifiable Credentials Selective Disclosure, Challenges and Solutions","https://scispace.com/paper/verifiable-credentials-selective-disclosure-challenges-and-1uyi3dv2","","","","George C. Polyzos","","","Veri able Credentials (VCs) provide a way for entities (users, applications, devices etc.) to prove claims, like a user’s name and occupation, a device’s manufacturer, an applications security level etc. In the VCs ecosystem, there are three main entities; the Issuer that creates the VC (e.g., an airline company that issues a ticket), the Holder that controls the VC (e.g., a traveler that bought the ticket) and the Veri er that checks the validity of that VC (e.g., the airport that validates the ticket). Although VCs have been met with great enthusiasm, there are still some open problems that need to be addressed. The biggest of those issues is the disclosure of the user’s private information to anyone they send their VC. Credentials are likely to contain information that the Holders will want to keep private, like their place of residence, medical records etc. Most of the current implementations however, use traditional digital signatures that require the disclosure of the entire VC to the Veri er, limiting this way the usability of Veri able Credentials. To earn the trust of the users and make Credentials widely accepted and secure, the use of BBS+ signatures has been proposed. BBS+ signatures provide the means to selectively disclose only part of a VC. This way, the Holder can provide the Veri er with the information they need, while at the same time keeping their private information hidden. The use of BBS+ signatures with Veri able Credentials has drawn a lot of attention lately, with many implementations adopting the BBS+ linked data proof spec, a proposed speci cation by the W3C Veri able Credential’s working group. In this work we will present two new security vulnerabilities of that speci cation, along with some proposed solutions. Both Vulnerabilities have been presented and discussed with the W3C working group, while some of the proposed solutions have already started to be implemented. Next, we will propose an alternative, more e cient way, of using BBS+ with Veri able Credentials, that avoids those problems and allow us to prove the end-to-end security of our scheme, something that has not been done for the existing speci cation. Our solution uses the more standard JSON representations (compliant with the JSON Encryption (JOSE) family of specs), that allow us to construct a mathematical modeling of a credential, we will eventually use for our security proofs. In addition, we evaluated the e ciency of both","In this paper , the authors present two new security vulnerabilities of BBS+ signatures with Veri-able Credentials, along with some proposed solutions and evaluate the e ciency of both the proposed solutions."
"An Information Centric Network for Distributed Registery withContent Unique Identifier (DID) and Verifiable Credentials","https://scispace.com/paper/an-information-centric-network-for-distributed-registery-3fvb1lqw","2023","Journal Article","International Journal of Advanced Research in Science, Communication and Technology","","10.48175/ijarsct-9733","","Decentralised Identifiers (DIDs), a new self-manageable method of authentication that is currently being standardised by the World Wide Web Consortium (W3C), are new standards for Content Unique Identifiers. Verifiable credentials (VCs), another ongoing standardisation (by the same W3C working group) that permits private and secure proofs of attribute ownership, are closely related to DIDs. Both of these methods rely on a central immutable decentralised registry (such as a blockchain or peer-to-peer network) where crucial meta-data is stored. Using the newly developing paradigm of Information Centric Networking (ICN), we design, construct, and evaluate a secure DID/VC registry service. The ''search by name'' feature of ICN, together with a secure protocol, are combined with the decentralised nature and our goal is to achieve technique for keeping in sync copies of an object at several locations. Our design has little network cost and provides quick lookup speeds because to ICN's built-in multicast and caching functionality","In this article , a secure search-by-name registry service for Content Unique Identifiers (DIDs) and Verifiable Credentials (VCs) is proposed. But it does not address the problem of keeping in sync copies of an object at several locations."
