"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Integration of Heterogeneous Modeling Languages via Extensible and Composable Language Components","https://scispace.com/paper/http://arxiv.org/abs/1509.04502v1","2015","Preprint","","Arne Haber
Markus Look
Antonio Navarro Perez
Bernhard Rumpe
Steven Völkel
Andreas Wortmann","","https://arxiv.org/pdf/1509.04502v1","Effective model-driven engineering of complex systems requires to appropriately describe different specific system aspects. To this end, efficient integration of different heterogeneous modeling languages is essential. Modeling language integaration is onerous and requires in-depth conceptual and technical knowledge and ef- fort. Traditional modeling lanugage integration approches require language engineers to compose monolithic language aggregates for a specific task or project. Adapting these aggregates cannot be to different contexts requires vast effort and makes these hardly reusable. This contribution presents a method for the engineering of grammar-based language components that can be independently developed, are syntactically composable, and ultimately reusable. To this end, it introduces the concepts of language aggregation, language embed- ding, and language inheritance, as well as their realization in the language workbench MontiCore. The result is a generalizable, systematic, and efficient syntax-oriented composition of languages that allows the agile employment of modeling languages efficiently tailored for individual software projects."
"Role and Identity Work of Software Engineering Professionals in the Generative AI Era","https://scispace.com/paper/http://arxiv.org/abs/2602.18190v1","2026","Preprint","","Jorge Melegati","10.1145/3794860.3794913","https://arxiv.org/pdf/2602.18190v1","The adoption of Generative AI (GenAI) suggests major changes for software engineering, including technical aspects but also human aspects of the professionals involved. One of these aspects is how individuals perceive themselves regarding their work, i.e., their work identity, and the processes they perform to form, adapt and reject these identities, i.e., identity work. Existent studies provide evidence of such identity work of software professionals triggered by the adoption of GenAI, however they do not consider differences among diverse roles, such as developers and testers. In this paper, we argue the need for considering the role as a factor defining the identity work of software professionals. To support our claim, we review some studies regarding different roles and also recent studies on how to adopt GenAI in software engineering. Then, we propose a research agenda to better understand how the role influences identity work of software professionals triggered by the adoption of GenAI, and, based on that, to propose new artifacts to support this adoption. We also discuss the potential implications for practice of the results to be obtained."
"A Systematic Review and Layered Framework for Privacy-by-Design in Self-Sovereign Identity Systems","https://scispace.com/paper/http://arxiv.org/abs/2502.02520v2","2025","Preprint","","Montassar Naghmouchi
Maryline Laurent","","https://arxiv.org/pdf/2502.02520v2","The use of Self-Sovereign Identity (SSI) systems for digital identity management is gaining traction and interest. Countries such as Bhutan have already implemented an SSI infrastructure to manage the identity of their citizens. The EU, thanks to the revised eIDAS regulation, is opening the door for SSI vendors to develop SSI systems for the planned EU digital identity wallet. These developments, which fall within the sovereign domain, raise questions about individual privacy. The design of SSI systems is complex, often characterized by a large number of components and architectural choices because the current SSI communities differ on how to create identifiers, how to build and present credentials, and even how to design a user wallet. SSI stacks developed by different organizations provide different privacy features for different privacy needs. This paper performs a systematic mapping and review of SSI components and technologies into a novel four-layer privacy framework to address the design complexity of SSI systems. Based on this review, we provide an accompanying Design Assistance Dashboard (DAD). The DAD shows the interdependencies between SSI components in different layers, and maps these components to different privacy requirements and considerations, even providing a simple privacy class for each component."
"Design-Pattern-as-a-Service for Blockchain-based Self-Sovereign Identity","https://scispace.com/paper/http://arxiv.org/abs/2005.01346v2","2020","Preprint","","Yue Liu
Qinghua Lu
Hye-Young Paik
Xiwei Xu
Shiping Chen
Liming Zhu","10.1109/MS.2020.2992783","https://arxiv.org/pdf/2005.01346v2","Self-sovereign identity (SSI) is considered to be a ""killer application"" of blockchain. However, there is a lack of systematic architecture designs for blockchain-based SSI systems to support methodical development. An aspect of such gap is demonstrated in current solutions, which are considered coarse grained and may increase data security risks. In this paper, we first identify the lifecycles of three major SSI objects (i.e., key, identifier, and credential) and present fine-grained design patterns critical for application development. These patterns are associated with particular state transitions, providing a systematic view of system interactions and serving as a guidance for effective use of these patterns. Further, we present an SSI platform architecture, which advocates the notion of Design-Pattern-as-a-Service. Each design pattern serves as an API by wrapping the respective pattern code to ease application development and improve scalability and security. We implement a prototype and evaluate it on feasibility and scalability."
"A Framework for Evaluating Model-Driven Self-adaptive Software Systems","https://scispace.com/paper/http://arxiv.org/abs/1901.04020v1","2019","Preprint","","Basel Magableh","","https://arxiv.org/pdf/1901.04020v1","In the last few years, Model Driven Development (MDD), Component-based Software Development (CBSD), and context-oriented software have become interesting alternatives for the design and construction of self-adaptive software systems. In general, the ultimate goal of these technologies is to be able to reduce development costs and effort, while improving the modularity, flexibility, adaptability, and reliability of software systems. An analysis of these technologies shows them all to include the principle of the separation of concerns, and their further integration is a key factor to obtaining high-quality and self-adaptable software systems. Each technology identifies different concerns and deals with them separately in order to specify the design of the self-adaptive applications, and, at the same time, support software with adaptability and context-awareness. This research studies the development methodologies that employ the principles of model-driven development in building self-adaptive software systems. To this aim, this article proposes an evaluation framework for analysing and evaluating the features of model-driven approaches and their ability to support software with self-adaptability and dependability in highly dynamic contextual environment. Such evaluation framework can facilitate the software developers on selecting a development methodology that suits their software requirements and reduces the development effort of building self-adaptive software systems. This study highlights the major drawbacks of the propped model-driven approaches in the related works, and emphasise on considering the volatile aspects of self-adaptive software in the analysis, design and implementation phases of the development methodologies. In addition, we argue that the development methodologies should leave the selection of modelling languages and modelling tools to the software developers."
"The Future of Document Verification: Leveraging Blockchain and Self-Sovereign Identity for Enhanced Security and Transparency","https://scispace.com/paper/http://arxiv.org/abs/2412.01531v1","2024","Preprint","","Swapna Krishnakumar Radha
Andrey Kuehlkamp
Jarek Nabrzyski","10.5121/csit.2024.141910","https://arxiv.org/pdf/2412.01531v1","Attestation of documents like legal papers, professional qualifications, medical records, and commercial documents is crucial in global transactions, ensuring their authenticity, integrity, and trustworthiness. Companies expanding operations internationally need to submit attested financial statements and incorporation documents to foreign governments or business partners to prove their businesses and operations' authenticity, legal validity, and regulatory compliance. Attestation also plays a critical role in education, overseas employment, and authentication of legal documents such as testaments and medical records. The traditional attestation process is plagued by several challenges, including time-consuming procedures, the circulation of counterfeit documents, and concerns over data privacy in the attested records. The COVID-19 pandemic brought into light another challenge: ensuring physical presence for attestation, which caused a significant delay in the attestation process. Traditional methods also lack real-time tracking capabilities for attesting entities and requesters. This paper aims to propose a new strategy using decentralized technologies such as blockchain and self-sovereign identity to overcome the identified hurdles and provide an efficient, secure, and user-friendly attestation ecosystem."
"Industrial Requirements for Supporting AI-Enhanced Model-Driven Engineering","https://scispace.com/paper/http://arxiv.org/abs/2208.13421v1","2022","Preprint","","Johan Bergelin
Per Erik Strandberg","","https://arxiv.org/pdf/2208.13421v1","There is an increasing interest in research on the combination of AI techniques and methods with MDE. However, there is a gap between AI and MDE practices, as well as between researchers and practitioners. This paper tackles this gap by reporting on industrial requirements in this field. In the AIDOaRt research project, practitioners and researchers collaborate on AI-augmented automation supporting modeling, coding, testing, monitoring, and continuous development in cyber-physical systems. The project specifically lies at the intersection of industry and academia collaboration with several industrial use cases. Through a process of elicitation and refinement, 78 high-level requirements were defined, and generalized into 30 generic requirements by the AIDOaRt partners. The main contribution of this paper is the set of generic requirements from the project for enhancing the development of cyber-physical systems with artificial intelligence, DevOps, and model-driven engineering, identifying the hot spots of industry needs in the interactions of MDE and AI. Future work will refine, implement and evaluate solutions toward these requirements in industry contexts."
"Beyond Identity: A Generalizable Approach for Deepfake Audio Detection","https://scispace.com/paper/http://arxiv.org/abs/2505.06766v1","2025","Preprint","","Yasaman Ahmadiadli
Xiao-Ping Zhang
Naimul Khan","","https://arxiv.org/pdf/2505.06766v1","Deepfake audio presents a growing threat to digital security, due to its potential for social engineering, fraud, and identity misuse. However, existing detection models suffer from poor generalization across datasets, due to implicit identity leakage, where models inadvertently learn speaker-specific features instead of manipulation artifacts. To the best of our knowledge, this is the first study to explicitly analyze and address identity leakage in the audio deepfake detection domain. This work proposes an identity-independent audio deepfake detection framework that mitigates identity leakage by encouraging the model to focus on forgery-specific artifacts instead of overfitting to speaker traits. Our approach leverages Artifact Detection Modules (ADMs) to isolate synthetic artifacts in both time and frequency domains, enhancing cross-dataset generalization. We introduce novel dynamic artifact generation techniques, including frequency domain swaps, time domain manipulations, and background noise augmentation, to enforce learning of dataset-invariant features. Extensive experiments conducted on ASVspoof2019, ADD 2022, FoR, and In-The-Wild datasets demonstrate that the proposed ADM-enhanced models achieve F1 scores of 0.230 (ADD 2022), 0.604 (FoR), and 0.813 (In-The-Wild), consistently outperforming the baseline. Dynamic Frequency Swap proves to be the most effective strategy across diverse conditions. These findings emphasize the value of artifact-based learning in mitigating implicit identity leakage for more generalizable audio deepfake detection."
"From Things' Modeling Language (ThingML) to Things' Machine Learning (ThingML2)","https://scispace.com/paper/http://arxiv.org/abs/2009.10632v1","2020","Preprint","","Armin Moin
Stephan Rössler
Marouane Sayih
Stephan Günnemann","10.1145/3417990.3420057","https://arxiv.org/pdf/2009.10632v1","In this paper, we illustrate how to enhance an existing state-of-the-art modeling language and tool for the Internet of Things (IoT), called ThingML, to support machine learning on the modeling level. To this aim, we extend the Domain-Specific Language (DSL) of ThingML, as well as its code generation framework. Our DSL allows one to define things, which are in charge of carrying out data analytics. Further, our code generators can automatically produce the complete implementation in Java and Python. The generated Python code is responsible for data analytics and employs APIs of machine learning libraries, such as Keras, Tensorflow and Scikit Learn. Our prototype is available as open source software on Github."
"A model-driven approach for composing SAWSDL semantic Web services","https://scispace.com/paper/http://arxiv.org/abs/1004.3256v1","2010","Preprint","","Fatima-Zahra Belouadha
Hajar Omrana
Ounsa Roudies","","https://arxiv.org/pdf/1004.3256v1","Composing Web services is a convenient means of dealing with complex requests. However, the number of Web services on the Internet is increasing. This explains the growing interest in composing Web services automatically. Nevertheless, the Web services' semantics is necessary for any dynamic composition process. In this article, we present an MDA approach to develop and compose SAWSDL semantic Web services. To model Web services, we use a UML profile which is independent of the description standards. The SAWSDL interface files are generated by using transformation rules. To model the behavior of a composite Web service and generate its executable BPEL file, we use the BPMN notation in a platform of modeling and implementing business process. The main contribution of this work is the easy and extensible solution to a model-driven development of the semantic atomic and composite Web services."
