"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Decentralized Cross-Network Identity Management for Blockchain Interoperation","https://scispace.com/paper/decentralized-cross-network-identity-management-for-5e7x9f1aik","2021","Proceedings Article","arXiv: Distributed, Parallel, and Cluster Computing","Bishakh Chandra Ghosh
Venkatraman Ramakrishna
Chander Govindarajan
Dushyant Behl
Dileban Karunamoorthy
Ermyas Abebe
Sandip Chakraborty","10.1109/ICBC51069.2021.9461064","https://arxiv.org/pdf/2104.03277.pdf","Interoperation for data sharing between permissioned blockchain networks relies on networks' abilities to independently authenticate requests and validate proofs accompanying the data; these typically contain digital signatures This requires counterparty networks to know the identities and certification chains of each other's members, establishing a common trust basis rooted in identity But permissioned networks are ad hoc consortia of existing organizations, whose network affiliations may not be well-known or well-established even though their individual identities are In this paper, we describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing Networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers A network's participants possess self-sovereign decentralized identities (DIDs) on these registries and can obtain privacy-preserving verifiable membership credentials During interoperation, networks can securely and dynamically discover each others' latest membership lists and members' credentials We implement a solution based on Hyperledger Indy and Aries, and demonstrate its viability and usefulness by linking a trade finance network with a trade logistics network, both built on Hyperledger Fabric We also analyze the extensibility, security, and trustworthiness of our system","In this article, the authors describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers."
"Decentralized Cross-Network Identity Management for Blockchain Interoperation","https://scispace.com/paper/decentralized-cross-network-identity-management-for-c1hnw0fmhz","2021","Proceedings Article","","Bishakh Chandra Ghosh
Venkatraman Ramakrishna
Chander Govindarajan
Dushyant Behl
Dileban Karunamoorthy
Ermyas Abebe
Sandip Chakraborty","10.1109/ICBC51069.2021.9461064","https://arxiv.org/pdf/2104.03277","Interoperation for data sharing between permissioned blockchain networks relies on networks’ abilities to independently authenticate requests and validate proofs accompanying the data; these typically contain digital signatures. This requires counterparty networks to know the identities and certification chains of each other’s members, establishing a common trust basis rooted in identity. But permissioned networks are ad hoc consortia of existing organizations, whose network affiliations may not be well-known or well-established even though their individual identities are. In this paper, we describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing. Networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers. A network’s participants possess self-sovereign decentralized identities (DIDs) on these registries and can obtain privacy-preserving verifiable membership credentials. During interoperation, networks can securely and dynamically discover each others’ latest membership lists and members’ credentials. We implement a solution based on Hyperledger Indy and Aries, and demonstrate its viability and usefulness by linking a trade finance network with a trade logistics network, both built on Hyperledger Fabric. We also analyze the extensibility, security, and trustworthiness of our system.","This paper describes an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing, and implements a solution based on Hyperledger Indy and Aries."
"Analysis and Enhancement of Self-Sovereign Identity System Properties Compiling Standards and Regulations (Full Version)","https://scispace.com/paper/analysis-and-enhancement-of-self-sovereign-identity-system-ba8gy7uc13sq","2021","Repository","","Pattiyanon, Charnon
Aoki Toshiaki","10.5281/zenodo.5602688","","A full version of a conference paper entitled ""Analysis and Enhancement of Self-Sovereign Identity System Properties Compiling Standards and Regulations"" published in the proceedings of the 2022 8th International Conference of Information Systems Security and Privacy (ICISSP 2022). ",""
"Service-Oriented Digital Identity-Related Privacy Interoperability: Implementation Framework of Privacy-as-a-Set-of-Services (PaaSS)","https://scispace.com/paper/service-oriented-digital-identity-related-privacy-1ggnofg7q4","2012","Book Chapter","","Ghazi Ben Ayed
Solange Ghernaouti-Hélie","10.1007/978-3-642-33068-1_18","https://scispace.com/pdf/service-oriented-digital-identity-related-privacy-1ggnofg7q4.pdf","Protecting digital identity is crucial aspect in order to successfully enable collaboration between heterogeneous and distributed information systems. In this context, privacy could play a key role for digital identity protection and security. Thus, an identity layer in which interoperable privacy is delivered in the shape of a set of services, rather than monolithic applications, would be inevitably responding to the need of collaboration. In this article, we suggest a novel layered service-oriented implementation framework that information systems security projects’ members could borrow to successfully turn digital identity-related privacy requirements into a set of services. Several blocks are distributed amongst five layers and three mapping gateways determine the roadmap of the implementation effort governance. Seven loosely coupled, publicly hosted and available to on-demand calls services are specified to accommodate service-oriented architectures. OMG SoaML diagrams, BPMN process descriptions and SOA-artifacts specifications are provided and explained.","This article suggests a novel layered service-oriented implementation framework that information systems security projects’ members could borrow to successfully turn digital identity-related privacy requirements into a set of services."
"Self-Sovereign Identity and Blockchain Integration for Secure Network Sharing and Federation: Evaluation and Analysis","https://scispace.com/paper/self-sovereign-identity-and-blockchain-integration-for-z0ewcwx85juf","","Journal Article","","Engin Zeydan
Josep Mangues-Bafalluy
Suayb S. Arslan
Yekta Turk
Kiril Antevski","10.1109/mrl.2025.3569613","","Traditional network sharing and federation models face growing challenges in ensuring secure identity management, interoperability, and trust among multiple network operators. This article presents a secure, decentralized framework that integrates self-sovereign identity (SSI) with blockchain-based consensus mechanisms to address these limitations in multivendor network-sharing environments. The proposed architecture leverages consensus models-such as Proof-of-Work (PoW), Proof-of-Authority (PoA), Practical Byzantine Fault Tolerance (PBFT), and Proof-of-Stake (PoS)-to evaluate performance tradeoffs in terms of resource consumption, consensus latency, and scalability. Experimental results show that the PBFT consensus mechanism provides the highest resource efficiency and minimal federation latency overhead when integrating SSI. In contrast, Cosmos PoS offers a balanced tradeoff between scalability, throughput, and moderate resource utilization, making it well-suited for future federated network deployments that require interoperability and high transaction capacity. In addition, threat models along with security and privacy considerations are addressed to ensure compliance with the General Data Protection Regulation (GDPR) and to support data sovereignty.","This study proposes a decentralized framework integrating self-sovereign identity with blockchain consensus mechanisms to ensure secure network sharing and federation, evaluating performance tradeoffs and identifying PBFT and Cosmos PoS as suitable consensus models for SSI integration."
"eIDAS Interoperability and Cross-Border Compliance Issues","https://scispace.com/paper/eidas-interoperability-and-cross-border-compliance-issues-33dedvee","2023","Journal Article","Mathematics","Marko Hölbl
Boštjan Kežmah
Marko Kompara","10.3390/math11020430","https://www.mdpi.com/2227-7390/11/2/430/pdf?version=1673945499","The eIDAS Regulation provides a common foundation for secure electronic interaction between citizens, businesses, and public authorities. We investigated and identified interoperability and cross-border compliance issues in this paper. We have identified the following weaknesses: Organizational independence, remote access to banking services, remote video identification, use of electronic signatures in public administration, commercial access to the eIDAS network, biometric authentication mechanisms, and, finally, some technical issues with the mechanisms used to provide security and authentication in eIDAS nodes.","In this article , the authors investigated and identified interoperability and cross-border compliance issues in eIDAS Regulation and identified the following weaknesses: Organizational independence, remote access to banking services, remote video identification, use of electronic signatures in public administration, commercial access to the e-IDAS network, biometric authentication mechanisms, and, finally, some technical issues with the mechanisms used to provide security and authentication in EIDAS nodes."
"The eIDAS Regulation: A Survey of Technological Trends for European Electronic Identity Schemes","https://scispace.com/paper/the-eidas-regulation-a-survey-of-technological-trends-for-2unqc175","2022","Journal Article","Applied Sciences","Amir Sharif
Matteo Ranzi
Roberto Carbone
Giada Sciarretta
Francesco Antonio Marino
Silvio Ranise","10.3390/app122412679","https://scispace.com/pdf/the-eidas-regulation-a-survey-of-technological-trends-for-2unqc175.pdf","The eIDAS regulation aims to provide an interoperable European framework to enable EU citizens to authenticate and communicate with services of other Member States by using their national electronic identity. While a number of high-level requirements (e.g., related to privacy and security) are established to make interoperability among Member States possible, the eIDAS regulation does not explicitly specify the technologies that can be adopted during the development phase to meet the requirements as mentioned earlier. To the best of our knowledge, there is no work available in the literature investigating the technological trends within the notified eIDAS electronic identity schemes used by Member States. To fill this gap, this paper analyzes how the different technological trends of notified schemes satisfy the requirements of the eIDAS regulation. To do this, we define a set of research questions that allow us to investigate the correlations between different design dimensions such as security, privacy, and usability. Based on these findings, we provide a set of lessons learned that would be valuable to the security community, as they can provide useful insights on how to more efficiently protect interoperable national digital identities. Furthermore, we provide a brief overview regarding the new eIDAS regulation (eIDAS 2.0) that aims to provide a more privacy-preserving electronic identity solution by moving from a centralized approach to a decentralized one.","In this article , the eIDAS regulation aims to provide an interoperable European framework to enable EU citizens to authenticate and communicate with services of other Member States by using their national electronic identity."
"Towards an Interoperable Identity Management Framework: a Comparative Study.","https://scispace.com/paper/towards-an-interoperable-identity-management-framework-a-16bnr5xw47","2019","Posted Content","arXiv: Cryptography and Security","Samia El Haddouti
Mohamed Dâfir Ech-Cherif El Kettani","","https://scispace.compdf/towards-an-interoperable-identity-management-framework-a-16bnr5xw47.pdf","The development of services and the growing demand for resources sharing among users from different organizations with some level of affinity have motivated the creation of Identity Management Systems. Identity Management has gained significant attention in recent years in the form of several projects producing many standards, prototypes and application models both in the academia and the industry. However, the interoperability between different Identity Management Solutions is still a complex challenge yet to achieve. The user can only use one Identity Provider within a single Service Provider session, when in many scenarios the user needs to provide attributes from multiple Identity Providers. This paper presents the state of the art of our researches and it focuses on two main topics: first, to provide a detailed study about the Identity Management and the integrated disciplines and technologies in general; secondly, to summarize the main approaches that have been proposed to overcome the interoperability challenge.","The state of the art of the researches is presented to provide a detailed study about the Identity Management and the integrated disciplines and technologies in general and the main approaches that have been proposed to overcome the interoperability challenge are summarized."
"Interoperability in Identity Management","https://scispace.com/paper/interoperability-in-identity-management-bmcbk6h9db","2011","Book Chapter","","Martin Wolf","10.4018/978-1-60960-485-1.CH026","","Identity management systems are used by companies to ensure that only authorised people can access confidential information and internal applications. The interoperability of such systems is necessary due to the increasing need for companies to support interactions with partners, suppliers and customers on a technical level, which requires the exchange of identity information, rather than hiding it behind a firewall. Several initiatives have been formed to develop standard protocols for this purpose, with the goals of avoiding redundancy in user management, minimising security risks and facilitating collaboration set-up. These efforts have led to the evolution of several specifications, with each providing the means to exchange identity information in a homogenous environment with all collaboration partners using that standard. This chapter investigates the requirements for enabling interoperability between systems independent of the standard they support. After providing an overview of current industry and research initiatives in this area, the chapter discusses the main challenges involved and presents a real world scenario from the financial industry as a motivating example. Based on an analysis of two major standards, several theoretical concepts are introduced, including a message meta model, to address the interoperability issue on an abstract level, thereby laying the foundation to support collaborations utilising multiple different standards as well as proprietary solutions. Finally, the chapter describes the implementation of a prototype supporting such a scenario based on the concepts presented in the chapter. DOI: 10.4018/978-1-60960-485-1.ch026","This chapter investigates the requirements for enabling interoperability between systems independent of the standard they support, and presents a real world scenario from the financial industry as a motivating example."
"Wallet wars or digital public infrastructure?","https://scispace.com/paper/wallet-wars-or-digital-public-infrastructure-lymlixbrj5wl","2025","Repository","","","10.14279/depositonce-22744","","With the eIDAS 2.0 legislation, the European Union seeks to establish a digital identity data ecosystem and to empower citizens to manage digital credentials from various sources through an ID wallet interface. To achieve this, governments must develop holistic orchestration models integrating technical, regulatory, and economic perspectives. This approach will foster ecosystem value creation, address orchestration tensions, and design sustainable operating models for various ecosystem actors. While IS research has explored private-sector governance mechanisms in platform and data ecosystems, a research gap exists in understanding public–private orchestration where governments act as orchestrators. We address this through a structured document analysis of 80 position papers from various stakeholders participating in a public government consultation process and 14 semi-structured in-depth interviews. By examining ecosystem value creation mechanisms, orchestration tensions, and monetization challenges, we identify two government orchestration standard types for the ID wallet provision. The Government ID-Infrastructure Wallet model embodies an ecosystem-integrated public infrastructure, while the Trust ID Wallet Federation exemplifies a dynamic and competition-driven approach. By bridging the self-sovereign identity ecosystem paradigm with digital identity infrastructure research, our work contributes to the understanding and theoretical development of data ecosystems and digital identity research from a government perspective. ",""
"Wallet wars or digital public infrastructure? Orchestrating a digital identity data ecosystem from a government perspective","https://scispace.com/paper/wallet-wars-or-digital-public-infrastructure-orchestrating-a-3xq21ojui5ur","2024","Journal Article","Electronic Markets","Konrad Degen
Timm Teubner","10.1007/s12525-024-00731-1","","Abstract With the eIDAS 2.0 legislation, the European Union seeks to establish a digital identity data ecosystem and to empower citizens to manage digital credentials from various sources through an ID wallet interface. To achieve this, governments must develop holistic orchestration models integrating technical, regulatory, and economic perspectives. This approach will foster ecosystem value creation, address orchestration tensions, and design sustainable operating models for various ecosystem actors. While IS research has explored private-sector governance mechanisms in platform and data ecosystems, a research gap exists in understanding public–private orchestration where governments act as orchestrators. We address this through a structured document analysis of 80 position papers from various stakeholders participating in a public government consultation process and 14 semi-structured in-depth interviews. By examining ecosystem value creation mechanisms, orchestration tensions, and monetization challenges, we identify two government orchestration standard types for the ID wallet provision. The Government ID-Infrastructure Wallet model embodies an ecosystem-integrated public infrastructure, while the Trust ID Wallet Federation exemplifies a dynamic and competition-driven approach. By bridging the self-sovereign identity ecosystem paradigm with digital identity infrastructure research, our work contributes to the understanding and theoretical development of data ecosystems and digital identity research from a government perspective. ","This study examines the European Union's eIDAS 2.0 legislation, analyzing government orchestration models for a digital identity data ecosystem, identifying two standard types: Government ID-Infrastructure Wallet and Trust ID Wallet Federation, and their implications for ecosystem value creation and monetization."
"Interoperability of Identity and Identity Management Systems","https://scispace.com/paper/interoperability-of-identity-and-identity-management-systems-4ccyomzm3s","2006","Journal Article","Datenschutz Und Datensicherheit - Dud","James Backhouse","10.1007/S11623-006-0145-Y","","Interoperability in Identity and Identity Management Systems is a mounting concern for European policymakers, governments and administrators. Plans are being discussed, for example, with respect to European eIDs. However, interoperability seems to be too focused on technical aspects at a time when privacy concerns are emerging as a major stumbling block. How can Europe achieve a more balanced approach? This article discusses the results of the current FIDIS research in the area of interoperability.","The results of the current FIDIS research in the area of interoperability are discussed, which shows that interoperability seems to be too focused on technical aspects at a time when privacy concerns are emerging as a major stumbling block."
