"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Checking and Reasoning about Semantic Web through Alloy","https://scispace.com/paper/checking-and-reasoning-about-semantic-web-through-alloy-51hjhh1slo","2003","Book Chapter","Formal Methods","Jin Song Dong
Jing Sun
Hai H. Wang","10.1007/978-3-540-45236-2_43","https://scispace.com/pdf/checking-and-reasoning-about-semantic-web-through-alloy-51hjhh1slo.pdf","Semantic Web (SW), commonly regarded as the next generation of the Web, is an emerging vision of the new Web from the Knowledge Representation and the Web communities. The Formal Methods community can also play an important role to contribute to SW development. Reasoning and consistency checking can be useful at many stages during the design, maintenance and deployment of SW ontology. However the existing reasoning and consistency checking tools for SW are primitive. We believe that formal techniques and tools, such as Alloy, can provide automatic reasoning and consistency checking services for SW. In this paper, we firstly construct semantic models for the SW language (DAML+OIL) in Alloy, and these models form the semantic domain for interpreting DAML+OIL in Alloy. Then we develop the translation techniques and tools which can automatically map the SW ontology into the DAML+OIL semantic domain in Alloy. Furthermore, with the assistance of Alloy Analyzer (AA) we demonstrate that the consistency of the SW ontology can be checked automatically and different kinds of reasoning tasks can be supported.","In this article, the authors develop the translation techniques and tools which can automatically map the Semantic Web ontology into the DAML+OIL semantic domain in Alloy, and with the assistance of Alloy Analyzer (AA) demonstrate that the consistency of the SW ontology can be checked automatically and different kinds of reasoning tasks can be supported."
"A formal notion of trust – enabling reasoning about security properties","https://scispace.com/paper/a-formal-notion-of-trust-enabling-reasoning-about-security-1lyjfyxh7c","2010","Book Chapter","International Conference on Trust Management","Andreas Fuchs
Sigrid Gürgens
Carsten Rudolph","10.1007/978-3-642-13446-3_14","https://scispace.com/pdf/a-formal-notion-of-trust-enabling-reasoning-about-security-1lyjfyxh7c.pdf","Historically, various different notions of trust can be found, each addressing particular aspects of ICT systems, e.g. trust in electronic commerce systems based on reputation and recommendation, or trust in public key infrastructures. While these notions support the understanding of trust establishment and degrees of trustworthiness in their respective application domains, they are insufficient for the more general notion of trust needed when reasoning about security in ICT systems. In this paper we present a formal definition of trust to be able to exactly express trust requirements from the view of different entities involved in the system and to support formal reasoning such that security requirements, security and trust mechanisms and underlying trust assumptions can be formally linked and made explicit. Integrated in our Security Modeling Framework this formal definition of trust can support security engineering processes and formal validation and verification by enabling reasoning about security properties w.r.t. trust.","This paper presents a formal definition of trust to be able to exactly express trust requirements from the view of different entities involved in the system and to support formal reasoning such that security requirements, security and trust mechanisms and underlying trust assumptions can be formally linked and made explicit."
"UNICORN Framework: A User-Centric Approach Toward Formal Verification of Privacy Norms","https://scispace.com/paper/unicorn-framework-a-user-centric-approach-toward-formal-1yv84arx7x","2019","Dissertation","","Rezvan Joshaghani","10.18122/TD/1526/BOISESTATE","https://scispace.com/pdf/unicorn-framework-a-user-centric-approach-toward-formal-1yv84arx7x.pdf","In the development of complex systems, such as user-centric privacy management systems with multiple components and attributes, it is important to formalize the process and develop mathematical models that can be utilized to automatically make decisions on the information sharing actions of users. While valuable, the current state-of-the-art models are mostly based on enterprise/organizational privacy perspectives and leave the main actor, i.e., the user, uninvolved or with limited ability to control information sharing actions. These approaches cannot be applied to a user-centric environment since user privacy policies are dynamic because they change based on the information sharing context and environment. In this thesis, we focused on developing the main core of the framework which is the privacy formalization and verification engine that allows for the guided and flexible specification of users privacy policies. The formalization and verification engine reasons about the users privacy rules to find privacy violating information sharing actions and ensure that the privacy norms are unambiguous and consistent. Utilizing these privacy norms the framework monitors users information sharing actions to detect privacy violations. In cases that an action is not compliant with the privacy norms, the framework utilizes a game theoretic approach to generate a privacy decision model. This model enables the users to proceed with the violating action without compromising their privacy by suggesting an information negotiation protocol based on the information sensitivity, users trust, and the reward of information sharing action.","The main core of the framework is the privacy formalization and verification engine that allows for the guided and flexible specification of users privacy policies and enables the users to proceed with the violating action without compromising their privacy."
"Formalizing XACML Using Defeasible Description Logics","https://scispace.com/paper/formalizing-xacml-using-defeasible-description-logics-1rxxcn1to6","2007","","","Vladimir Kolovski
James A. Hendler
Bijan Parsia","","","XACML has emerged as a popular access control language on the Web, but because of its rich expressiveness, it has proved difficult to analyze in an automated fashion. Previous attempts to analyze XACML policies either use propositional logic or full First-Order logic. In this paper, we present a formalization of XACML using Description Logics (DL) . This formalization allows us to extend the subset of XACML supported by propositional logic-based analysis tools, and in addition we provide a new analysis service (policy redundancy).In addition, mapping XACML to description logics allows us to use off-the-shelf DL reasoners for XACML analysis tasks such as policy comparison, policy verification and querying. We provide empirical evaluation of a policy analysis tool that was implemented on top of open source reasoner Pellet.","This paper presents a formalization of XACML using Description Logics, and provides empirical evaluation of a policy analysis tool that was implemented on top of open source reasoner Pellet."
"A Consistency Model for Identity Information in Distributed Systems","https://scispace.com/paper/a-consistency-model-for-identity-information-in-distributed-ldnsfxsq4s","2010","Proceedings Article","Computer Software and Applications Conference","Thorsten Hoellrigl
Jochen Dinger
Hannes Hartenstein","10.1109/COMPSAC.2010.32","","In distributed IT systems, replication of information is commonly used to strengthen the fault tolerance on a technical level or the autonomy of an organization on a business level. In particular, information related to the identity of a user, which is used to authorize service access, is often replicated for these reasons. To ensure correct authorization decisions, replicas have to be kept consistent. However, an appropriate definition of “consistency” is required that takes into account the need for the following aspects: (i) semantic and causal relations between identity information, and (ii) temporal aspects with respect to an acceptable duration of the dissemination of occurring attribute changes. Both identity-information specifics and temporal aspects are not addressed sufficiently by existing consistency models. In this paper we introduce a consistency model for identity information in distributed systems named ID-consistency. ID-consistency is based on a formalization of identity information and considers semantic and causal relations as well as a so-called inconsistency window that denotes the time period between a change to information and the moment when the change is fully disseminated. Therefore, the model reveals the fundamental structure of an IdM system and helps in the design and analysis of corresponding dissemination middleware in distributed systems. We exemplarily show how to make use of the concept of ID-consistency to analyze and improve a real-world IdM system using CardSpace for demonstration purposes.","A consistency model for identity information in distributed systems named ID-consistency is introduced based on a formalization of identity information and considers semantic and causal relations as well as a so-called inconsistency window that denotes the time period between a change to information and the moment when the change is fully disseminated."
"Schema Compliant Consistency Management Via Triple Graph Grammars and Integer Linear Programming","https://scispace.com/paper/schema-compliant-consistency-management-via-triple-graph-4veks6xsc2zs","","","","Weidmann  Nils
Anjorin  Anthony","10.1007/s00165-021-00557-0","","In the field of Model-Driven Engineering, Triple Graph Grammars(TGGs) play an important role as a rule-based means of implementingconsistency management. From a declarative specification of aconsistency relation, several operations including forward andbackward transformations, (concurrent) synchronisation, andconsistency checks can be automatically derived. For TGGs to beapplicable in realistic application scenarios, expressiveness interms of supported language features is very important. A TGG toolis schema compliant if it can take domain constraints, such asmultiplicity constraints in a meta-model, into account whenperforming consistency management tasks. To guarantee schemacompliance, most TGG tools allow application conditions to beattached as necessary to relevant rules. This strategy isproblematic for at least two reasons: First, ensuring compliance toa sufficiently expressive schema for all previously mentionedderived operations is still an open challenge; to the best of ourknowledge, all existing TGG tools only support a very restrictedsubset of application conditions. Second, it is conceptuallydemanding for the user to indirectly specify domain constraints asapplication conditions, especially because this has to be completelyrevisited every time the TGG or domain constraint is changed. Whiledomain constraints can in theory be automatically transformed toobtain the required set of application conditions, this has onlybeen successfully transferred to TGGs for a very limited subset ofdomain constraints. To address these limitations, this paperproposes a search-based strategy for achieving schema compliance. Weshow that all correctness and completeness properties, previouslyproven in a setting without domain constraints, still hold whenschema compliance is to be additionally guaranteed. Animplementation and experimental evaluation are provided to supportour claim of practical applicability.","This paper proposes a search-based strategy for achieving schema compliance in Triple Graph Grammars, addressing limitations of existing tools by ensuring consistency management tasks consider domain constraints, such as multiplicity constraints, without requiring indirect specification as application conditions."
"An Axiomatic Basis for Reasoning about Trust in PKIs","https://scispace.com/paper/an-axiomatic-basis-for-reasoning-about-trust-in-pkis-5bghhha51c","2001","Book Chapter","Australasian Conference on Information Security and Privacy","Chuchang Liu
Maris A. Ozols
Anthony Cant","10.1007/3-540-47719-5_23","","Trust is essential to a communication channel. The trust relationships, which play an important role in Public Key Infrastructures (PKIs), need to be formalized for providing a reliable modelling methodology to support secure digital communications. In this paper, we present a typed modal logic used for specifying and reasoning about trust in PKIs. In order to study trust relationships within PKIs, we define TA (a set of trust axioms), TB (a trust base) and TC (a set of trusted certificates). In our method, the trust relation in a given PKI is formalized by trust axioms. Based on trust axioms, an agent can have its own trust base that contains all agents whom the agent trusts, and can derive and extend its trusted certificates set. The trust theory for a given PKI, which consists of our modal logic and a set of trust axioms proposed for the PKI, is the basis of the certificate verification function.","A typed modal logic used for specifying and reasoning about trust in PKIs, and a set of trust axioms proposed for the PKI, which is the basis of the certificate verification function."
"Verificación en Alloy de modelos y metamodelos específicos del dominio","https://scispace.com/paper/verificacion-en-alloy-de-modelos-y-metamodelos-especificos-1njfm2sj4n","2016","","","Ana Gabriela Garis
Alejandro Sanchez","","https://scispace.com/pdf/verificacion-en-alloy-de-modelos-y-metamodelos-especificos-1njfm2sj4n.pdf","La verificación de modelos de sistemas de software es una actividad clave para mejorar la calidad del producto final. Numerosos lenguajes específicos del dominio han sido creados para favorecer la definición de modelos ajustados a un dominio o área particular. Sin embargo, la verificación de estos modelos, frecuentemente es dejada de lado como actividad complementaria al modelado. Esta línea de investigación, desarrollo e innovación se orienta a generalizar un mecanismo basado en Alloy, para la especificación y verificación de modelos y metamodelos específicos del dominio. Alloy es un lenguaje formal, soportado por una amigable herramienta de verificación y validación. Las características de Alloy pueden ser aprovechadas para establecer un enfoque que permita garantizar la calidad de los modelos de sistemas de software específicos.","The Alloy is a formal lenguaje formal, soportado by una amigable herramienta de verificación and validación as discussed by the authors."
"Logics to Reason Formally About Trust Computation and Manipulation","https://scispace.com/paper/logics-to-reason-formally-about-trust-computation-and-5fesx18c62","2019","Book Chapter","International Workshop Emerging Technologies for Authorization and Authentication","Alessandro Aldini
Mirko Tagliaferri","10.1007/978-3-030-39749-4_1","","Trust represents a fundamental, complementary ingredient for the success of security mechanisms in computer science, as it goes beyond the intrinsic, technical aspects of cybersecurity, by involving the subjective perception of users, the willingness to collaborate and expose own resources and capabilities, and the judgement about the expected behavior of other parties. Computational notions of trust are formalized to support automatically the process of building and maintaining trust infrastructures, and mathematical logics provide the formal means to reason about the efficacy of such a process. In this work we advocate the use of two logical approaches to the modeling and verification of the two main tasks at the base of any trust infrastructure: the initial computation of trust values and the dynamic manipulation of such values.","This work advocate the use of two logical approaches to the modeling and verification of the two main tasks at the base of any trust infrastructure: the initial computation of trust values and the dynamic manipulation of such values."
"Especificación formal de lenguajes específicos del dominio utilizando Alloy","https://scispace.com/paper/especificacion-formal-de-lenguajes-especificos-del-dominio-2uy0mewdik","2015","","","Ana Gabriela Garis
Alejandro Sanchez","","https://scispace.com/pdf/especificacion-formal-de-lenguajes-especificos-del-dominio-2uy0mewdik.pdf","Un lenguaje específico del dominio (DSL, por sus siglas en inglés) provee primitivas ajustadas a un dominio específico para facilitar el modelado de sus instancias. Frecuentemente, los DSLs se definen utilizando lenguajes imprecisos, tales como MOF y UML, como meta-lenguajes. En consecuencia, los DSLs presentan ambigüedades, y es inviable (sin trabajo adicional) su validación y verificación (V&V). La línea de investigación se orienta a la especificación formal de un DSL con Aloy – un lenguaje formal que permite la V&V de modelos asistida por una heramienta amigable, con el objetivo de contribuir en la definición precisa de DSLs, y a soportar la V&V de los modelos desarolados con estos.","La línea de investigación se orienta a la especificación formal de un DSL with Aloy – un lenguaje formal that permite la V&V de modelos asistida por una heramienta amigable, con el objetivo of contribuir en the definición precisa de DSLs, y a soportar the V& V of los modelos desarolados with estos."
"Formal Verification of OAuth 2.0 Using Alloy Framework","https://scispace.com/paper/formal-verification-of-oauth-2-0-using-alloy-framework-44a88cteqg","2011","Proceedings Article","International Conference on Communication Systems and Network Technologies","Suhas Pai
Yash Sharma
Sunil Kumar
Radhika M. Pai
Sanjay Singh","10.1109/CSNT.2011.141","","Over the past few years, the paradigm of social networking has grown to such a degree that social networking websites have evolved into full-fledged platforms, catering to a wide range of consumer interests. The near-ubiquity of Internet access has facilitated the proliferation of users that indulge in social networking. However, this wide spread usage of the Internet and social networking in particular brings with it the need to design and implement a plethora of security enhancing and privacy preserving protocols and standards. Several protocols and security mechanisms have been proposed to ensure primary security features such as confidentiality, integrity, authenticity and non repudiation. However, ensuring the correctness of these protocols is crucial in ensuring user confidence in system security. Therefore, these protocols need to be verified in some formal sense that involves an exhaustive examination of the protocol flow and its state transitions. In this paper, we formalize OAuth, an authentication standard which has found wide acceptance in the Internet community. We formalize the protocol using a method called knowledge flow analysis, using the Alloy modeling language for specification and the Alloy Analyzer for verification. We show how the Alloy Analyzer successfully discovers the known security vulnerability in OAuth.","This paper formalizes OAuth, an authentication standard which has found wide acceptance in the Internet community, using a method called knowledge flow analysis, using the Alloy modeling language for specification and the Alloy Analyzer for verification."
"A Formal Methods Approach to Security Requirements Specification and Verification","https://scispace.com/paper/a-formal-methods-approach-to-security-requirements-41icto30mb","2019","Proceedings Article","International Conference on Engineering of Complex Computer Systems","Quentin Rouland
Brahim Hamid
Jean-Paul Bodeveix
Mamoun Filali","10.1109/ICECCS.2019.00033","","The specification and the verification of security requirements is one of the major computer-based systems challenges. Security requirements need to be precisely specified before a tool can manipulate them, and though several approaches to security requirements specification have been proposed, they do not provide the scalability and flexibility required in practice. We take this problem towards an integrated approach for security requirement specification and treatment during the software architecture design time. The general idea of the approach is to: (1) specify security requirements as properties of a modeled system in a technology-independent specification language; (2) implement the developed model in a suitable language with tool support for requirement satisfaction through model verification; and (3) suggest a set of security policies to constrain the operation of the system and to guarantee the security properties. In the scope of this paper, we use first-order logic as a formalism that is abstract and technology-independent and Alloy as a tooled language used in modeling and software development. To validate our work, we explore a set of representative security properties from categories based on CIA classification in the context of secure component-based software architecture development.","First-order logic as a formalism that is abstract and technology-independent and Alloy as a tooled language used in modeling and software development are used to specify security requirements as properties of a modeled system in a technology- independent specification language."
"Validation of policy integration using alloy","https://scispace.com/paper/validation-of-policy-integration-using-alloy-at2tugs2xh","2005","Book Chapter","International Conference on Distributed Computing and Internet Technology","Manachai Toahchoodee
Indrakshi Ray","10.1007/11604655_48","https://scispace.com/pdf/validation-of-policy-integration-using-alloy-at2tugs2xh.pdf","Organizations typically have multiple security policies operating together in the same system. The integration of multiple policies might be needed to achieve the desired security requirements. Validating this integrated policy is a non-trivial process. This paper addresses the problem of composing, modeling and validating the security policies. We show how the various approaches for composing security policies can be modeled and verified using Alloy, a lightweight modeling system with automatic semantic analysis capability.","In this article, the authors address the problem of composing, modeling and validating the security policies of multiple security policies operating together in the same system using Alloy, a lightweight modeling system with automatic semantic analysis capability."
"Validation of policy integration using alloy","https://scispace.com/paper/validation-of-policy-integration-using-alloy-1a61lktftk","2005","Journal Article","Lecture Notes in Computer Science","Manachai Toahchoodee
Indrakshi Ray","","","Organizations typically have multiple security policies operating together in the same system. The integration of multiple policies might be needed to achieve the desired security requirements. Validating this integrated policy is a non-trivial process. This paper addresses the problem of composing, modeling and validating the security policies. We show how the various approaches for composing security policies can be modeled and verified using Alloy, a lightweight modeling system with automatic semantic analysis capability.","It is shown how the various approaches for composing security policies can be modeled and verified using Alloy, a lightweight modeling system with automatic semantic analysis capability."
"Analysing Web Ontology in Alloy: A Military Case Study.","https://scispace.com/paper/analysing-web-ontology-in-alloy-a-military-case-study-3b1qncbjg2","2003","Proceedings Article","Software Engineering and Knowledge Engineering","Jin Song Dong
Jun Sun
Hai H. Wang
Chew Hung Lee
Hian Beng Lee","","https://scispace.com/pdf/analysing-web-ontology-in-alloy-a-military-case-study-3b1qncbjg2.pdf","Correctness is the essential requirement criteria for military web ontology based information systems. Reasoning and consistency checking can be useful at many stages during the design, maintenance and deployment of Semantic Web (SW) ontology. Formal methods can provide automatic reasoning and consistency checking services for SW. In this paper, we use military plan ontology as a case study to demonstrate how Alloy can be applied to check SW ontol-","This paper uses military plan ontology as a case study to demonstrate how Alloy can be applied to check SW ontology and reasoning and consistency checking services."
"A Description Logic for PKI Trust Domain Modeling","https://scispace.com/paper/a-description-logic-for-pki-trust-domain-modeling-4wzbcvdj1w","2005","Proceedings Article","International Conference on Information Technology and Applications","Haibo Yu
Chunzhao Jin
Haiyan Che","10.1109/ICITA.2005.11","","Public-key infrastructures (PKIs) are essential for providing electronic payment security services such as authentication and privacy in open networks like Internet. The purpose of this paper is to propose a description logic-based approach to modeling and reasoning about PKI trust domain. In the formalism, concept model is used to formalize PKI entities and trust domain, which gives most precise definitions of different PKI entities and is more expressive than that of first-order logic-based approach. This approach can model hierarchical and mesh PKI structure, as well as multi-domain PKI connected with trust mechanisms such as cross-certification or bridge CA. A noticeable feature is that it can also be extended easily to integrate with PMI to form a unified framework for authentication and authorization","This paper proposes a description logic-based approach to modeling and reasoning about PKI trust domain, which can model hierarchical and mesh PKI structure, as well as multi-domain PKI connected with trust mechanisms such as cross-certification or bridge CA."
