"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Model-Driven Security Analysis of Self-Sovereign Identity Systems","https://scispace.com/paper/model-driven-security-analysis-of-self-sovereign-identity-1y1tlyjtoc","2023","Preprint","","Yepeng Ding
Hiroyuki Sato","10.1109/trustcom60117.2023.00230","https://scispace.compdf/model-driven-security-analysis-of-self-sovereign-identity-1y1tlyjtoc.pdf","Best practices of self-sovereign identity (SSI) are being intensively explored in academia and industry. Reusable solutions obtained from best practices are generalized as architectural patterns for systematic analysis and design reference, which significantly boosts productivity and increases the dependability of future implementations. For security-sensitive projects, architects make architectural decisions with careful consideration of security issues and solutions based on formal analysis and experiment results. In this paper, we propose a model-driven security analysis framework for analyzing architectural patterns of SSI systems with respect to a threat model built on our investigation of real-world security concerns. Our framework mechanizes a modeling language to formalize patterns and threats with security properties in temporal logic and automatically generates programs for verification via model checking. Besides, we present typical vulnerable patterns verified by SecureSSI, a standalone integrated development environment, integrating commonly used pattern and attacker models to practicalize our framework. ","Model-driven security analysis framework for analyzing architectural patterns of self-sovereign identity systems. Formalizes patterns and threats with security properties in temporal logic and generates programs for verification."
"How modeling helps in developing self-sovereign identity governance framework: An experience report","https://scispace.com/paper/how-modeling-helps-in-developing-self-sovereign-identity-by2f40jsk7q6","2022","Repository","","","10.5281/zenodo.6535574","","Digital Identity has become a topic that attracts the attention of researchers due to the enormous number of services that have been provided online recently. Researchers face many obstacles regarding the security, privacy, and utility of digital identity. Self-Sovereign Identity (SSI) ecosystems provide a solution for digital identity, in addition to providing a decentralized human-centric paradigm that enables users to own and control their identity. Governance framework (GF) is a key challenge in building SSI ecosystems for two reasons. First, the GF needs to address various aspects such as user needs, standards, laws, and business requirements in an ecosystem. Second, the ecosystem consists of diverse, dynamic, and distributed groups of stakeholders. This research work adopts a new trend in developing GF by providing a visual view of the SSI ecosystem. In addition, it seeks to highlight the importance of domain-specific modeling in developing GF. It also addresses lessons learned from a real case study and a modeling journey that supported the creation of a GF. We will discuss the advantages and challenges of modeling and the used modeling tool based on the evaluation from the case feedback and conclude with future work. ",""
"A Survey on Blockchain Based Secured Banking Using Self Sovereign Identity (SSI) and Verifiable Credentials (VC)","https://scispace.com/paper/a-survey-on-blockchain-based-secured-banking-using-self-gnau7y7s4e6a","2025","Journal Article","International Journal For Science Technology And Engineering","Anuradha Badage","10.22214/ijraset.2025.74471","https://scispace.compdf/a-survey-on-blockchain-based-secured-banking-using-self-gnau7y7s4e6a.pdf","Traditional digital banking is hampered by inefficient, repetitive and costly identity verification processes like Know Your Customer (KYC), which create significant friction for customers and operational burdens for financial institutions. This paper introduces a novel framework that integrates Self-Sovereign Identity (SSI) and Verifiable Credentials (VCs) with a permissioned blockchain ecosystem to address these challenges. The proposed user-centric model enhances security, streamlines regulatory compliance, reduces fraud, and empowers users with direct control over their digital identities. By leveraging the immutability of blockchain for trust and the portability of VCs for data exchange, this framework fundamentally re-architects the trust relationship between customers and banks, paving the way for a more efficient, secure, and inclusive financial future. ",""
"Towards a Modelling Framework for Self-Sovereign Identity Systems.","https://scispace.com/paper/towards-a-modelling-framework-for-self-sovereign-identity-55ckyja5a5","2020","Posted Content","arXiv: Software Engineering","Iain Barclay
Maria Freytsis
Sherri L. Bucher
Swapna Krishnakumar Radha
Alun Preece
Ian Taylor","","https://arxiv.org/pdf/2009.04327.pdf","Self-sovereign Identity promises to give users control of their own data, and has the potential to foster advancements in terms of personal data privacy. Self-sovereign concepts can also be applied to other entities, such as datasets and devices. Systems adopting this paradigm will be decentralised, with messages passing between multiple actors, both human and representing other entities, in order to issue and request credentials necessary to meet individual and collective goals. Such systems are complex, and build upon social and technical interactions and behaviours. Modelling self-sovereign identity systems seeks to provide stakeholders and software architects with tools to enable them to communicate effectively, and lead to effective and well-regarded system designs and implementations. This paper draws upon research from Actor-based Modelling to guide a way forward in modelling self-sovereign systems, and reports early success in utilising the iStar 2.0 framework to provide a representation of a birth registration case study.","This paper draws upon research from Actor-based Modelling to guide a way forward in modelling self-sovereign systems, and reports early success in utilising the iStar 2.0 framework to provide a representation of a birth registration case study."
"Herramienta Model Driven Engineering destinada a la generación de Contratos Inteligentes para la plataforma de Blockchain Ethereum","https://scispace.com/paper/herramienta-model-driven-engineering-destinada-a-la-ehtoo8gl05","2024","Journal Article","REVISTA COLOMBIANA DE TECNOLOGIAS DE AVANZADA (RCTA)","Edgar Roberto Dulce Villarreal
Julio Ariel Hurtado Alegría
Eduard Antonio Mantilla Torres
Yenny Stella Núñez Álvarez
José Garcí­a-Alonso","10.24054/rcta.v1i43.2778","https://scispace.compdf/herramienta-model-driven-engineering-destinada-a-la-ehtoo8gl05.pdf","La tecnología Blockchain está creciendo a un ritmo acelerado en diferentes entornos. Los contratos inteligentes (SC) son programas descentralizados inmutables para plataformas Blockchain que hacen cumplir, monitorear y ejecutar acuerdos, sin la intervención de un tercero de confianza. Pero, debido a sus especificidades, su desarrollo es un proceso complicado, ya que existen restricciones arquitectónicas de cada plataforma, que los desarrolladores deben comprender. En este trabajo, presentamos una herramienta Model Driven Engineering destinada a la generación de SC para la plataforma de Blockchain Ethereum, para el lenguaje de programación Solidity. Esta herramienta está compuesta de un Metamodelo Especifico de la Plataforma y una Transformación de Modelo a Texto, que permiten generar el código fuente de los SC. También, presentamos una prueba de concepto donde generamos e implementamos un metamodelo, un modelo y desplegamos SC en un entorno sanitario. Los resultados son satisfactorios en cuanto a la sintaxis de los SC generados. ","Herramienta Model Driven Engineering para la generación de Contratos Inteligentes para la plataforma Ethereum. Permite generar código de SC para la plataforma Ethereum con el lenguaje Solidity."
"Certifying Provenance of Scientific Datasets with Self-sovereign Identity and Verifiable Credentials","https://scispace.com/paper/certifying-provenance-of-scientific-datasets-with-self-4skcly266c","2020","Journal Article","arXiv: Cryptography and Security","Iain Barclay
Swapna Krishnakumar Radha
Alun Preece
Ian Taylor
Jarek Nabrzyski","","https://arxiv.org/pdf/2004.02796","In order to increase the value of scientific datasets and improve research outcomes, it is important that only trustworthy data is used. This paper introduces mechanisms by which scientists and the organisations they represent can certify the authenticity of characteristics and provenance of published datasets so that secondary users can inspect and gain confidence in the qualities of data sources. By drawing on data models and protocols emerging to provide self-sovereign ownership of identity and personal data to individuals, we conclude that providing self-sovereignty to digital assets offers a promising approach for institutions to certify qualities of their datasets in a cryptographically secure manner, and enables secondary data users to efficiently perform verification of the authenticity of such certifications. By building upon emerging standards for decentralized identification and cryptographically verifiable credentials, we envisage an infrastructure of interoperable tools being developed to foster improvements in the quality of infor- mation provided in support of shared data assets.","It is concluded that providing self-sovereignty to data assets offers a viable approach for institutions to certify qualities of their datasets in a cryptography secure manner, and enables secondary data users to efficiently perform verification of the authenticity of such certifications."
"Decentralized Identity and Verifiable Credentials - Trends and Advancement","https://scispace.com/paper/decentralized-identity-and-verifiable-credentials-trends-and-6nwluo5mybpd","2024","Journal Article","","Anastasios Liveretos
Milena Lazarova","10.1109/telecom63374.2024.10812293","","This paper explores the transformative potential of decentralized identity and verifiable credentials for digital identity management. It also emphasizes the need for digital identities, as a trusted abstraction model, to connect entities and manage their relationships. The decentralized identity is a trusted connector between data and services, enabling users to control their data and complete transactions. Verifiable credentials allow data issuers to issue cryptographically signed information to data holders, who can present it to data verifiers for independent validation. This model ensures better compliance with privacy regulations and improves security. This paper highlights the importance of neutrality, controllability, and interoperability in the ecosystem, with identity wallets playing a crucial role in managing identifiers and verifiable credentials.","This paper explores decentralized identity and verifiable credentials for digital identity management, emphasizing neutrality, controllability, and interoperability, and highlighting the role of identity wallets in managing identifiers and credentials for improved security and compliance."
"CredSSI: Enhancing Security and Privacy with Self-Sovereign Identities Approach","https://scispace.com/paper/credssi-enhancing-security-and-privacy-with-self-sovereign-3u743nxjte","2024","Proceedings Article","","José Álvaro Fernández Carrasco
Lucía Muñoz-Solanas
Lander Segurola Gil
Daniel Paredes-García","10.1109/percomworkshops59983.2024.10503044","","The Self-Sovereign Identity (SSI) concept is the latest solution to emerge as an Identity Management model. Unlike other traditional models, an SSI-based system places the user at the center of the system, so that the user is the sole owner and manager of his or her identity information. This idea is very much in line with the recommendations and regulations that are emerging in the European Union, which is trying to promote the creation of a secure Digital Identity ecosystem, in which users manage their credentials through a personal wallet. This paper presents CredSSI, a tool that implements an SSI model for Identity Management in an agri-food application platform in a European project (DIVINE) and that allows performing user authentication and authorization functions. In the proposed system, user roles and permissions are managed using Verifiable Credentials, which are signed by the owners of the services. In addition, the implementation of the SSI model has been done by developing 3 Smart Contracts (one for each actor of the SSI model: holder, issuer, and verifier) in a private Ethereum network, which acts as a Verifiable Data Registry.","CredSSI is presented, a tool that implements an SSI model for Identity Management in an agri-food application platform in a European project (DIVINE) and that allows performing user authentication and authorization functions."
"Towards a Modelling Framework for Self-Sovereign Identity Systems","https://scispace.com/paper/towards-a-modelling-framework-for-self-sovereign-identity-xbvxk93wo38p","","","","Iain Barclay
Maria Freytsis
Sherri Bucher
Swapna Radha
Alun Preece
Ian Taylor","10.48550/arxiv.2009.04327","","Self-sovereign Identity promises to give users control of their own data, and has the potential to foster advancements in terms of personal data privacy. Self-sovereign concepts can also be applied to other entities, such as datasets and devices. Systems adopting this paradigm will be decentralised, with messages passing between multiple actors, both human and representing other entities, in order to issue and request credentials necessary to meet individual and collective goals. Such systems are complex, and build upon social and technical interactions and behaviours. Modelling self-sovereign identity systems seeks to provide stakeholders and software architects with tools to enable them to communicate effectively, and lead to effective and well-regarded system designs and implementations. This paper draws upon research from Actor-based Modelling to guide a way forward in modelling self-sovereign systems, and reports early success in utilising the iStar 2.0 framework to provide a representation of a birth registration case study.","This paper proposes a modelling framework for self-sovereign identity systems, leveraging Actor-based Modelling and the iStar 2.0 framework to facilitate effective communication and design of decentralized systems that prioritize personal data privacy and control."
"Modelling Blockchain-Based Systems Using Model-Driven Engineering","https://scispace.com/paper/modelling-blockchain-based-systems-using-model-driven-3ceimx2z9v","2023","Proceedings Article","","Ebtehal Nassar
Sh. A. Mazen
Stefan Craβ
Iman M. A. Helal","10.1109/bcca58897.2023.10338907","","As the use of blockchain systems continues to grow, the need for templates and standards to analyze and design these systems becomes essential. Unlike other systems, blockchain-based systems have unique properties that require defining network participants, assets, tokens, smart contracts, and their functions. Developing Decentralized Applications (DApps) enables the creation of blockchain-based applications and interfaces to interact with these systems. Many researchers have used model-driven engineering methodologies to design blockchain-based systems and DApps, but most focus on converting Platform-Independent Models (PIMs) into Platform-Specific Models (PSMs) to generate system code. In our research, we concentrate on creating a Computation-Independent Model (CIM) and translating it into a PIM. We utilize graph grammar to generate an approach that formally verifies system requirements using graph grammar rules, allowing for the generation of blockchain-based systems.","This research utilizes graph grammar to generate an approach that formally verifies system requirements using graph grammar rules, allowing for the generation of blockchain-based systems."
"Decentralised Digital Identity and Verifiable Credential Tracking and Management System","https://scispace.com/paper/decentralised-digital-identity-and-verifiable-credential-4y1zswj3hw","2023","Proceedings Article","","Sthembile Mthethwa
Tanita Singano
Lungisani Ndlovu
R. Khutlang
Daniel Shadung
Bongani Ngebeni","10.1109/icecet58911.2023.10389306","","Digital identity has rapidly gained interest as organisations strive toward digital transformation. However, the lack of adequate digital identity management mechanisms has become a major concern. Consequently, decentralised digital identities are increasingly being used as a form of credentialing. This requires secure, reliable, scalable and privacy-preserving credential issuance and verification mechanisms to prove the legitimacy of the credential. On the other hand, most existing systems provide centralised solutions that primarily rely on third parties. Meanwhile, these systems do not allow end-users to own, control, and share their credentials with relevant parties. This paper proposes a secure and reliable de centralised digital identity, verifiable credential tracking, and management system. The proposed system guarantees the authenticity and integrity of the user credentials and allows users to selectively share a subset of their verifiable credentials with relevant stakeholders through the model known as self-sovereign identity (SSI). SSI facilitates end users to have sole ownership over the ability to control their accounts and personal data. To achieve the objectives of the study, the proposed system adopts the World Wide Web Consortium (W3C), Decentralised Identifiers (DIDs), Verifiable Credentials (VCs), and Distributed Ledger Technologies (DLTs). The system outperforms competitors in terms of both storage and speed and, thus, delivers exceptional efficiency and interoperability.","The proposed system guarantees the authenticity and integrity of the user credentials and allows users to selectively share a subset of their verifiable credentials with relevant stakeholders through the model known as self-sovereign identity (SSI)."
"DReM: Efficiently Generating Domain-Specific Requirements Modeling Tool","https://scispace.com/paper/drem-efficiently-generating-domain-specific-requirements-2gd9uwbulf6y","2025","Journal Article","","Ruixin Geng
Jingyuan Weng
Ning Ge
J. W. Li
Chunming Hu","10.1145/3696630.3728574","","In requirements modeling, developing domain-specific languages (DSLs) and their modeling tools entails significant costs. Even minor modifications to a requirements DSL require the redevelopment of the modeling tool. To overcome this challenge, we integrate Model-Driven Engineering (MDE) and low-code development principles to introduce DReM, a tool for efficiently generating requirements modeling tools. Experiments with DReM demonstrate its ability to improve the efficiency of requirements modeling tool development, achieving a reduction in development time of 95.08% and 78.17% compared to Sirius and OutSystems, respectively. A video walkthrough of the case study is available on YouTube at https://youtu.be/ofvn_YJZLOE, while a prototype of DReM can be accessed at http://82.156.98.49:3005/, and a generated requirements modeling tool is provided at http://82.156.98.49:5173/.","DReM, a tool integrating MDE and low-code development, efficiently generates domain-specific requirements modeling tools, reducing development time by 95.08% and 78.17% compared to Sirius and OutSystems, respectively, through experiments and case studies."
"Safe Transfer Method of Verifiable Credentials Based on Self-Sovereign Identity","https://scispace.com/paper/safe-transfer-method-of-verifiable-credentials-based-on-self-11aw36z4","2022","Journal Article","The Journal of Korean Institute of Communications and Information Sciences","Seungjoo Lim
Ki-Hyung Kim","10.7840/kics.2022.47.4.656","","디지털 신원 모델에서 자기주권성(Self-Sovereignty) 보장의 중요성이 점차 중요해지면서 자기주권신원(Self-Sovereign Identity)이 급부상하고 있다. 자기주권신원을 실현하고자 W3C(World Wide Web Consortium)가 표준화중인 검증 가능한 자격증명(Verifiable Credentials, VC)이 대표적이다. 그러나 검증 가능한 자격증명의 표준은 인증(Authentication)에 대해서만 명시하고 있을 뿐, 인가(Authorization)에 대해서는 명시하고 있지 않다. 검증 가능한 자격증명에 기반한 인가 프레임워크의 적절한 구현에 대한 필요성만 명시되어 있을 뿐, 보안 요구사항이나 자세한 구조에 대한 명세가 부재하기 때문에 자기주권성이 침해될 우려가 있다. 특히 검증 가능한 자격증명의 표준에서 타인에게 자격증명을 전송하는 경우에 대한 명세가 부족해 이 경우의 자기주권성이 보장되기 어렵다. 따라서 본 논문에서는 자기주권성을 지키면서 타인에게 안전하게 자격증명을 전송하는 기법을 제안한다. ","In this paper , the World Wide Web Consortium (W3C) proposed the Verifiable Credentials, VC (VC) scheme for self-sovereign identity (Sovereign Identity)."
