"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Bridging Assurance Gaps in Federated Identity Management: a Customizable Iam-Based Solution","https://scispace.com/paper/bridging-assurance-gaps-in-federated-identity-management-a-quapzhojbqlf","2025","Journal Article","","Shirin Dabbaghi Varnosfaderani
Piotr Kasprzak
Aytaj Badirova
Ramin Yahyapour","10.1109/ccet66260.2025.11199574","","In federated environments, Levels of Assurance (LoA) play a crucial role in enabling Service Providers (SPs) to assess and manage the quality of identity proofing and authentication methods employed by third-party Identity Providers (IdPs), thereby guiding access control decisions. The proliferation of disparate LoA frameworks and standards from various national and international bodies, such as NIST and eduGAIN, poses challenges in achieving interoperability and consistency across federated services. This paper proposes a novel approach: integrating a local assurance framework into organizational Identity and Access Management (IAM) solutions. This framework empowers SPs to dynamically define and manage service assurance profiles while facilitating the integration and adaptation of existing assurance frameworks through flexible mapping functions. By addressing these challenges, the proposed model aims to enhance the coherence and compatibility of LoA implementations across diverse federated environments.","This paper proposes a customizable IAM-based solution to bridge assurance gaps in federated identity management, enabling Service Providers to dynamically define and manage service assurance profiles and integrate disparate LoA frameworks for enhanced coherence and compatibility."
"Coordinated Enforcement of Obligations in Distributed Usage Control Systems [Work In Progress Paper]","https://scispace.com/paper/coordinated-enforcement-of-obligations-in-distributed-usage-jgw8z29mgyj9","2025","Journal Article","","Hussein Joumaa
Ali Hariri
Theo Dimitrakos
Bruno Crispo","10.1145/3734436.3734457","","Access and usage control have evolved to include obligations, which are mandatory actions that must be fulfilled as part of authorization decisions. However, standards such as Abbreviated Language For Authorization (ALFA) and eXtensible Access Control Markup Language (XACML) specify that Policy Enforcement Points (PEPs) are responsible for enforcing obligations but leave execution aspects unspecified. They assume that obligations will be fulfilled without addressing how enforcement should be carried out. This paper introduces an enforcement framework based on structured enforcement messages to address these challenges. It defines two types of messages to coordinate enforcement execution across PEPs: Declaration and Execution Records. These records provide information about PEP capabilities, action dependencies, and fallback strategies for synchronized enforcement. Secondly, we propose a hierarchical policy model to separate concerns between the functionality of policy logic and enforcement. The model is composed of Governance, Authorization, and Enforcement Policies. Constraints flow across these three levels, allowing policy selection and execution to adapt to the authorization context and enforcement. Finally, we illustrate a high-level architecture that integrates the three policy layers with distributed enforcement logic across multiple PEPs.","This work-in-progress paper proposes a framework for coordinated enforcement of obligations in distributed usage control systems, introducing structured enforcement messages and a hierarchical policy model to address challenges in obligation enforcement and policy execution across multiple Policy Enforcement Points (PEPs)."
"The Trust over IP Stack","https://scispace.com/paper/the-trust-over-ip-stack-4c8kfcrt6d","2019","Journal Article","","Matthew Davie
Dan Gisolfi
Daniel H. Hardman
John Jordan
Darrell O'Donnell
Drummond Reed","10.1109/MCOMSTD.001.1900029","","This article defines a four-layer architectural stack called the ToIP stack for establishing trust between peers over the Internet and other digital networks. Patterned after the TCP/IP stack that standardized packet exchange and created the Internet, the ToIP stack is a decentralized architecture that encompasses business, legal, and technological requirements. Layer One establishes decentralized trust roots using decentralized identifiers (DIDs), an emerging W3C standard for decentralized PKI. Layer Two is the DIDComm protocol, a transport-independent protocol that uses DIDs to form and communicate over a cryptographically secure connection. Layer Three is a suite of credential exchange protocols based on the W3C Verifiable Credentials standard for cryptographically verifiable digital credentials. Layer Four adds cryptographically verifiable governance frameworks using a metamodel for describing the business, legal, and technical policies under which a peer is operating as an issuer, holder, or verifier of digital credentials. This governance metamodel can be applied at all four Layers of the stack, producing a parallel ToIP Governance Stack that fully integrates the non-technical dimensions of trust establishment. Further work on defining, testing, and integrating the ToIP stack is planned for a new project at the Linux Foundation.","A four-layer architectural stack for establishing trust between peers over the Internet and other digital networks, patterned after the TCP/IP stack that standardized packet exchange and created the Internet, the ToIP stack is a decentralized architecture that encompasses business, legal, and technological requirements."
"Cross trust: A decentralized MA-ABE mechanism for cross-border identity authentication","https://scispace.com/paper/cross-trust-a-decentralized-ma-abe-mechanism-for-cross-2n29xtcjaz","2024","Journal Article","International Journal of Critical Infrastructure Protection","Jian Chen
Fei Lu
Yuanzhe Liu
Sheng Peng
Zhiming Cai
Fu Mo","10.1016/j.ijcip.2024.100661","","With an increasing demand for authenticated data exchange between jurisdictions, ensuring the privacy and security of data interactions is crucial for national security, public health, and economic vitality, becoming a fundamental national infrastructure. Current solutions can be categorized into two types: fully decentralized autonomous systems based on blockchains or centralized solutions that rely on authoritative centers such as certification authorities (CAs). In reality, a balance needs to be struck between guaranteed authority and privacy independence. A certain authority is needed as an authorization guarantee, and decentralization is required to ensure privacy and the independence of the authority. This paper proposes a novel scheme, CT-MA-ABE (Cross-Trust Multiple Authorization Attribute-Based Encryption), to address these issues by implementing MA-ABE for cross-border institutional authorization interactions, utilize blockchain certification authority (BCA) for credibility and encryption-based authorization to protect attribute data privacy. This solution integrates the role of 'notary' in cross-border interactions, addressing the supervision problem in fully decentralized approaches while also considering the trust issue in centralized systems. This paper also introduces the Universal Certificate Authority Pool (UCAP), an innovative hybrid federated authorization method, creatively utilizing the implied authorization conditions of attributes to create a flexible and transitive authorization mechanism based on attribute relationships and extensions, enhancing privacy protection and improving the speed of authorization matrix calculation. The successful deployment of the system between the legal jurisdictions in South China, Zhuhai and Macau as a critical infrastructure component for securing data interactions further demonstrates its effectiveness as a reliable and secure solution. ","This paper proposes CT-MA-ABE, a decentralized identity authentication mechanism for cross-border data exchange, integrating blockchain and attribute-based encryption to balance authority and privacy, ensuring secure and private data interactions between jurisdictions."
"Supporting structured credentials and sensitive policies through interoperable strategies for automated trust negotiation","https://scispace.com/paper/supporting-structured-credentials-and-sensitive-policies-36162y8cvg","2003","Journal Article","ACM Transactions on Information and System Security","Ting Yu
Marianne Winslett
Kent E. Seamons","10.1145/605434.605435","","Business and military partners, companies and their customers, and other closely cooperating parties may have a compelling need to conduct sensitive interactions on line, such as accessing each other's local services and other local resources. Automated trust negotiation is an approach to establishing trust between parties so that such interactions can take place, through the use of access control policies that specify what combinations of digital credentials a stranger must disclose to gain access to a local resource. A party can use many different strategies to negotiate trust, offering tradeoffs between the length of the negotiation, the amount of extraneous information disclosed, and the computational effort expended. To preserve parties' autonomy, each party should ideally be able to choose its negotiation strategy independently, while still being guaranteed that negotiations will succeed whenever possible---that the two parties' strategies will interoperate. In this paper we provide the formal underpinnings for that goal, by formalizing the concepts of negotiation protocols, strategies, and interoperation. We show how to model the information flow of a negotiation for use in analyzing strategy interoperation. We also present two large sets of strategies whose members all interoperate with one another, and show that these sets contain many practical strategies. We develop the theory for black-box propositional credentials as well as credentials with internal structure, and for access control policies whose contents are (respectively are not) sensitive. We also discuss how these results fit into TrustBuilder, our prototype system for trust negotiation.","This paper shows how to model the information flow of a negotiation for use in analyzing strategy interoperation, and develops the theory for black-box propositional credentials as well as credentials with internal structure and for access control policies whose contents are (respectively are not) sensitive."
"Trust Me If You Can: Trusted Transformation Between (JSON) Schemas to Support Global Authentication of Education Credentials","https://scispace.com/paper/trust-me-if-you-can-trusted-transformation-between-json-tn869eyqmlmk","2022","Repository","","More, Stefan
Grassberger, Peter
Horandner Felix
Klausner, Lukas Daniel","10.48550/arxiv.2106.12793","","Recruiters and institutions around the world struggle with the verification of diplomas issued in a diverse and global education setting. Firstly, it is a nontrivial problem to identify bogus institutions selling education credentials. While institutions are often accredited by qualified authorities on a regional level, there is no global authority fulfilling this task. Secondly, many different data schemas are used to encode education credentials, which represents a considerable challenge to automated processing. Consequently, significant manual effort is required to verify credentials. In this paper, we tackle these challenges by introducing a decentralized and open system to automatically verify the legitimacy of issuers and interpret credentials in unknown schemas. We do so by enabling participants to publish transformation information, which enables verifiers to transform credentials into their preferred schema. Due to the lack of a global root of trust, we utilize a distributed ledger to build a decentralized web of trust, which verifiers can query to gather information on the trustworthiness of issuing institutions and to establish trust in transformation information. Going beyond diploma fraud, our system can be generalized to tackle the generalized problem for other domains lacking a root of trust and agreements on data schemas. ",""
"CroAuth: A Cross-domain Authentication Scheme based on Blockchain and Decentralized Identity","https://scispace.com/paper/croauth-a-cross-domain-authentication-scheme-based-on-2af3cjjmcj","2024","Journal Article","","Zhuo-Ang Zhang
Ruoting Xiong
Di Xia
Wei Ren","10.1109/cscwd61410.2024.10580261","","Current solutions on cross-domain access authentication based on blockchain are largely using digital certificate authentication, where users cannot control their identity, and some operations, such as certificate authentication and update, are inefficient. In this paper, we propose a Self-Sovereign Identity (SSI) based cross-domain authentication scheme implemented on a consortium chain. SSI is introduced as a decentralized digital identity solution to enable user-controlled identity management. Besides, blockchain, as an infrastructure for distributed digital identity, provides a storage place for decentralized identity identifiers and related data. In our scheme, users only need to register in one domain, and can use verifiable credentials (VC) to access other domains in the same consortium chain, without repeated registration. We also propose key method for quickly changing accounts in case of account loss. The logic, performance and security analysis justified that our scheme can protect the privacy of users and can remain feasible in case of a large scale of users.","A Self-Sovereign Identity (SSI) based cross-domain authentication scheme implemented on a consortium chain that can protect the privacy of users and can remain feasible in case of a large scale of users."
"Privacy-Preserving Negotiation of Common Trust Anchors Across Blockchain Networks","https://scispace.com/paper/privacy-preserving-negotiation-of-common-trust-anchors-f4cstpfa","2022","Proceedings Article","International Conference on Blockchain","Bishakh Chandra Ghosh
Dhinakaran Vinayagamurthy
Venkatraman Ramakrishna
Krishnasuri Narayanam
Subrata Chakraborty","10.1109/ICBC54727.2022.9805532","","Interoperation between permissioned consortium blockchain networks relies on their abilities to discover and validate the identities of each others’ participant organizations. These organizations may possess self-sovereign decentralized identities and verifiable credentials issued by well-known certification authorities. Two mutually untrusting networks of organizations can establish a basis for interoperation if they have one or more certification authorities in common. Yet, for privacy reasons, neither of them may want to expose a priori their entire lists of authorities, necessitating a negotiation process through which common authorities can be identified. In this paper, we analyze this negotiation problem, and propose and analyze two solution approaches, one involving active participation of the trust anchors and the other without involving them.","This paper proposes and analyzes two solution approaches, one involving active participation of the trust anchors and the other without involving them, for interoperation between permissioned consortium blockchain networks."
"Decentralized Cross-Network Identity Management for Blockchain Interoperation","https://scispace.com/paper/decentralized-cross-network-identity-management-for-9cmhhzl2ztip","2022","Repository","","Ghosh, Bishakh Chandra
Ramakrishna Venkatraman
Govindarajan Chander
Behl Dushyant
Karunamoorthy Dileban
Abebe Ermyas
Chakraborty, Sandip","10.48550/arxiv.2104.03277","","Interoperation for data sharing between permissioned blockchain networks relies on networks' abilities to independently authenticate requests and validate proofs accompanying the data; these typically contain digital signatures. This requires counterparty networks to know the identities and certification chains of each other's members, establishing a common trust basis rooted in identity. But permissioned networks are ad hoc consortia of existing organizations, whose network affiliations may not be well-known or well-established even though their individual identities are. In this paper, we describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing. Networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers. A network's participants possess self-sovereign decentralized identities (DIDs) on these registries and can obtain privacy-preserving verifiable membership credentials. During interoperation, networks can securely and dynamically discover each others' latest membership lists and members' credentials. We implement a solution based on Hyperledger Indy and Aries, and demonstrate its viability and usefulness by linking a trade finance network with a trade logistics network, both built on Hyperledger Fabric. We also analyze the extensibility, security, and trustworthiness of our system. ",""
"Distributed credential chain discovery in trust management with parameterized roles and constraints","https://scispace.com/paper/distributed-credential-chain-discovery-in-trust-management-10mc2n25et","2006","Journal Article","Lecture Notes in Computer Science","Ziqing Mao
Ninghui Li
William H. Winsborough","","","Trust management (TM) is an approach to access control in decentralized distributed systems with access control decisions based on statements made by multiple principals. Li et al. developed the RT family of Role-Based Trust-management languages, which combine the strengths of Role-Based Access Control and TM systems. We present a distributed credential chain discovery algorithm for RT C 1 , a language in the RT family that has parameterized roles and constraints. Our algorithm is a combination of the logic-programming style top-down query evaluation with tabling and a goal-directed version of the deductive database style bottom-up evaluation. Our algorithm uses hints provided through the storage types to determine whether to use a top-down or bottom-up strategy for a particular part of the proof; this enables the algorithm to touch only those credentials that are related to the query, which are likely to be a small fraction of all the credentials in the system.","In this article, a distributed credential chain discovery algorithm for RT C 1, a language in the RT family that has parameterized roles and constraints, is presented, which is a combination of the logic-programming style top-down query evaluation with tabling and a goal-directed version of the deductive database style bottom-up evaluation."
"Distributed credential chain discovery in trust management with parameterized roles and constraints","https://scispace.com/paper/distributed-credential-chain-discovery-in-trust-management-2c1ivurxik","2006","","","Ziqing Mao
Ninghui Li
William H. Winsborough","","","Trust management (TM) is an approach to access control in decentralized distributed systems with access control decisions based on statements made by multiple principals. Li et al. developed the RT family of Role-Based Trust-management languages, which combine the strengths of Role-Based Access Control and TM systems. We present a distributed credential chain discovery algorithm for RT C 1 , a language in the RT family that has parameterized roles and constraints. Our algorithm is a combination of the logic-programming style top-down query evaluation with tabling and a goal-directed version of the deductive database style bottom-up evaluation. Our algorithm uses hints provided through the storage types to determine whether to use a top-down or bottom-up strategy for a particular part of the proof; this enables the algorithm to touch only those credentials that are related to the query, which are likely to be a small fraction of all the credentials in the system.","In this article, a distributed credential chain discovery algorithm for RT C 1, a language in the RT family that has parameterized roles and constraints, is presented, which is a combination of the logic-programming style top-down query evaluation with tabling and a goal-directed version of the deductive database style bottom-up evaluation."
"Building a Cross-Chain Identity: A Self-Sovereign Identity-Based Framework","https://scispace.com/paper/building-a-cross-chain-identity-a-self-sovereign-identity-38rm1r74x8","2023","Proceedings Article","","Marco Zecchini
Michael Peter Sober
D. Schulte
Andrea Vitaletti","10.1109/dapps57946.2023.00029","","There is a lack of effort in standardizing how users can connect their identities belonging to different blockchains and how to transfer on-chain data associated with each identity between ledgers. The absence of a general solution for managing a cross-chain identity can cause fragmentation, leading to the possibility of realizing applications that are more prone to security bugs. In this paper, we propose a framework to build a cross-chain identity based on the principles and standards of a new identity management paradigm, i.e., Self-Sovereign Identity (SSI). Promoting the standardization of applications running on the blockchain enhances their security and encourages the adoption of this technology in an increasing number of application contexts. According to the SSI paradigm, users create and update their identities in a blockchain without intermediaries. Following this principle, our framework does not require intermediaries to transfer identity-associated data from a source blockchain to a target blockchain. We realize that using a blockchain relay, an interoperability solution for storing and validating the headers of the source blockchain on the target blockchain. In our paper, we provide a new relay, the StateRelay, reducing the final usage costs for users willing to realize a cross-chain identity. We will show this by comparing its costs, in terms of transaction fees, with the other relay solutions in the literature.","This paper provides a new relay, the StateRelay, reducing the final usage costs for users willing to realize a cross-chain identity, and compares its costs, in terms of transaction fees, with the other relay solutions in the literature."
"Trust Me If You Can: Trusted Transformation Between (JSON) Schemas to Support Global Authentication of Education Credentials","https://scispace.com/paper/trust-me-if-you-can-trusted-transformation-between-json-1x6eal2tzb","2021","Book Chapter","arXiv: Computers and Society","Stefan More
Peter Grassberger
Felix Hörandner
Andreas Abraham
Lukas Daniel Klausner","10.1007/978-3-030-78120-0_2","https://arxiv.org/pdf/2106.12793","Recruiters and institutions around the world struggle with the verification of diplomas issued in a diverse and global education setting. Firstly, it is a nontrivial problem to identify bogus institutions selling education credentials. While institutions are often accredited by qualified authorities on a regional level, there is no global authority fulfilling this task. Secondly, many different data schemas are used to encode education credentials, which represents a considerable challenge to automated processing. Consequently, significant manual effort is required to verify credentials. 
In this paper, we tackle these challenges by introducing a decentralized and open system to automatically verify the legitimacy of issuers and interpret credentials in unknown schemas. We do so by enabling participants to publish transformation information, which enables verifiers to transform credentials into their preferred schema. Due to the lack of a global root of trust, we utilize a distributed ledger to build a decentralized web of trust, which verifiers can query to gather information on the trustworthiness of issuing institutions and to establish trust in transformation information. Going beyond diploma fraud, our system can be generalized to tackle the generalized problem for other domains lacking a root of trust and agreements on data schemas.","Li et al. as discussed by the authors proposed a decentralized and open system to automatically verify the legitimacy of issuing institutions and interpret credentials in unknown schemas. But, due to the lack of a global root of trust, there is no global authority fulfilling this task."
"Decentralized Cross-Network Identity Management for Blockchain Interoperation","https://scispace.com/paper/decentralized-cross-network-identity-management-for-c1hnw0fmhz","2021","Proceedings Article","","Bishakh Chandra Ghosh
Venkatraman Ramakrishna
Chander Govindarajan
Dushyant Behl
Dileban Karunamoorthy
Ermyas Abebe
Sandip Chakraborty","10.1109/ICBC51069.2021.9461064","https://arxiv.org/pdf/2104.03277","Interoperation for data sharing between permissioned blockchain networks relies on networks’ abilities to independently authenticate requests and validate proofs accompanying the data; these typically contain digital signatures. This requires counterparty networks to know the identities and certification chains of each other’s members, establishing a common trust basis rooted in identity. But permissioned networks are ad hoc consortia of existing organizations, whose network affiliations may not be well-known or well-established even though their individual identities are. In this paper, we describe an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing. Networks wishing to interoperate can associate with one or more distributed identity registries that maintain credentials on shared ledgers managed by groups of reputed identity providers. A network’s participants possess self-sovereign decentralized identities (DIDs) on these registries and can obtain privacy-preserving verifiable membership credentials. During interoperation, networks can securely and dynamically discover each others’ latest membership lists and members’ credentials. We implement a solution based on Hyperledger Indy and Aries, and demonstrate its viability and usefulness by linking a trade finance network with a trade logistics network, both built on Hyperledger Fabric. We also analyze the extensibility, security, and trustworthiness of our system.","This paper describes an architecture and set of protocols for distributed identity management across permissioned blockchain networks to establish a trust basis for data sharing, and implements a solution based on Hyperledger Indy and Aries."
